provincia,sector,periodo,total
Teruel,Servicios,2024-10-01,59.1
Teruel,Servicios,2024-07-01,60.7
Teruel,Servicios,2024-04-01,59.6
Teruel,Servicios,2024-01-01,61.3
Teruel,Servicios,2023-10-01,63.1
Teruel,Servicios,2023-07-01,61.0
Teruel,Servicios,2023-04-01,62.0
Teruel,Servicios,2023-01-01,61.1
Teruel,Servicios,2022-10-01,61.9
Teruel,Servicios,2022-07-01,62.9
Teruel,Servicios,2022-04-01,59.6
Teruel,Servicios,2022-01-01,60.2
Teruel,Servicios,2021-10-01,58.6
Teruel,Servicios,2021-07-01,59.2
Teruel,Servicios,2021-04-01,54.8
Teruel,Servicios,2021-01-01,54.7
Teruel,Servicios,2020-10-01,58.9
Teruel,Servicios,2020-07-01,58.9
Teruel,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2025-10-01,3.1
Teruel,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2025-07-01,2.6
Teruel,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2025-04-01,3.1
Teruel,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2025-01-01,2.6
Teruel,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2024-10-01,3.4
Teruel,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2024-07-01,3.2
Teruel,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2024-04-01,4.3
Teruel,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2024-01-01,3.0
Teruel,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2023-10-01,4.6
Teruel,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2023-07-01,5.1
Teruel,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2023-04-01,4.6
Teruel,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2023-01-01,3.7
Teruel,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2022-10-01,3.0
Teruel,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2022-07-01,2.9
Teruel,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2022-04-01,4.2
Teruel,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2022-01-01,3.7
Teruel,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2021-10-01,2.6
Teruel,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2021-07-01,4.7
Teruel,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2021-04-01,5.7
Teruel,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2021-01-01,5.0
Teruel,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2020-10-01,5.1
Teruel,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2020-07-01,7.1
Toledo,Servicios,2025-10-01,63.0
Toledo,Servicios,2025-07-01,62.2
Toledo,Servicios,2025-04-01,63.1
Toledo,Servicios,2025-01-01,64.5
Toledo,Servicios,2024-10-01,65.4
Toledo,Servicios,2024-07-01,65.1
Toledo,Servicios,2024-04-01,65.7
Toledo,Servicios,2024-01-01,63.9
Toledo,Servicios,2023-10-01,66.0
Toledo,Servicios,2023-07-01,65.6
Toledo,Servicios,2023-04-01,65.2
Toledo,Servicios,2023-01-01,65.6
Toledo,Servicios,2022-10-01,65.3
Toledo,Servicios,2022-07-01,64.5
Toledo,Servicios,2022-04-01,63.5
Toledo,Servicios,2022-01-01,64.5
Toledo,Servicios,2021-10-01,65.3
Toledo,Servicios,2021-07-01,64.9
Toledo,Servicios,2021-04-01,64.4
Toledo,Servicios,2021-01-01,63.7
Toledo,Servicios,2020-10-01,62.4
Toledo,Servicios,2020-07-01,63.6
Toledo,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2025-10-01,6.1
Toledo,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2025-07-01,6.8
Toledo,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2025-04-01,6.8
Toledo,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2025-01-01,5.0
Toledo,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2024-10-01,5.4
Toledo,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2024-07-01,6.7
Toledo,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2024-04-01,5.8
Toledo,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2024-01-01,7.3
Toledo,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2023-10-01,5.4
Toledo,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2023-07-01,6.3
Toledo,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2023-04-01,7.2
Toledo,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2023-01-01,7.5
Toledo,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2022-10-01,8.2
Toledo,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2022-07-01,8.7
Toledo,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2022-04-01,9.0
Toledo,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2022-01-01,8.1
Toledo,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2021-10-01,8.6
Toledo,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2021-07-01,11.1
Toledo,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2021-04-01,12.0
Toledo,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2021-01-01,9.3
Toledo,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2020-10-01,10.6
Toledo,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2020-07-01,9.6
Valencia/València,Servicios,2025-10-01,71.8
Valencia/València,Servicios,2025-07-01,70.8
Valencia/València,Servicios,2025-04-01,72.3
Valencia/València,Servicios,2025-01-01,71.5
Valencia/València,Servicios,2024-10-01,71.6
Valencia/València,Servicios,2024-07-01,71.4
Valencia/València,Servicios,2024-04-01,71.3
Valencia/València,Servicios,2024-01-01,72.4
Valencia/València,Servicios,2023-10-01,69.7
Valencia/València,Servicios,2023-07-01,70.6
Valencia/València,Servicios,2023-04-01,71.4
Valencia/València,Servicios,2023-01-01,69.6
Valencia/València,Servicios,2022-10-01,69.5
Valencia/València,Servicios,2022-07-01,68.6
Valencia/València,Servicios,2022-04-01,68.4
Valencia/València,Servicios,2022-01-01,68.8
Valencia/València,Servicios,2021-10-01,68.6
Valencia/València,Servicios,2021-07-01,67.3
Valencia/València,Servicios,2021-04-01,65.7
Valencia/València,Servicios,2021-01-01,68.4
Valencia/València,Servicios,2020-10-01,68.3
Valencia/València,Servicios,2020-07-01,67.4
Valencia/València,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2025-10-01,4.9
Valencia/València,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2025-07-01,5.0
Valencia/València,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2025-04-01,4.8
Valencia/València,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2025-01-01,4.7
Valencia/València,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2024-10-01,5.4
Valencia/València,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2024-07-01,5.3
Valencia/València,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2024-04-01,4.9
Valencia/València,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2024-01-01,5.1
Valencia/València,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2023-10-01,5.9
Valencia/València,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2023-07-01,5.1
Valencia/València,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2023-04-01,4.8
Valencia/València,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2023-01-01,5.9
Valencia/València,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2022-10-01,6.0
Valencia/València,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2022-07-01,5.7
Valencia/València,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2022-04-01,6.4
Valencia/València,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2022-01-01,6.4
Valencia/València,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2021-10-01,6.1
Valencia/València,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2021-07-01,7.5
Valencia/València,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2021-04-01,9.2
Valencia/València,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2021-01-01,6.8
Valencia/València,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2020-10-01,7.0
Valencia/València,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2020-07-01,7.7
Valladolid,Servicios,2025-10-01,70.8
Valladolid,Servicios,2025-07-01,68.8
Valladolid,Servicios,2025-04-01,70.1
Valladolid,Servicios,2025-01-01,68.9
Valladolid,Servicios,2024-10-01,69.2
Valladolid,Servicios,2024-07-01,69.2
Valladolid,Servicios,2024-04-01,70.2
Valladolid,Servicios,2024-01-01,70.7
Valladolid,Servicios,2023-10-01,68.8
Valladolid,Servicios,2023-07-01,69.7
Valladolid,Servicios,2023-04-01,70.2
Valladolid,Servicios,2023-01-01,70.4
Valladolid,Servicios,2022-10-01,70.1
Valladolid,Servicios,2022-07-01,71.1
Valladolid,Servicios,2022-04-01,70.3
Valladolid,Servicios,2022-01-01,67.9
Valladolid,Servicios,2021-10-01,67.1
Valladolid,Servicios,2021-07-01,64.5
Valladolid,Servicios,2021-04-01,66.2
Valladolid,Servicios,2021-01-01,65.6
Valladolid,Servicios,2020-10-01,68.3
Valladolid,Servicios,2020-07-01,69.7
Valladolid,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2025-10-01,4.2
Valladolid,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2025-07-01,3.6
Valladolid,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2025-04-01,3.4
Valladolid,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2025-01-01,3.7
Valladolid,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2024-10-01,3.8
Valladolid,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2024-07-01,3.3
Valladolid,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2024-04-01,4.7
Valladolid,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2024-01-01,4.9
Valladolid,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2023-10-01,4.6
Valladolid,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2023-07-01,3.7
Valladolid,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2023-04-01,4.4
Valladolid,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2023-01-01,4.6
Valladolid,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2022-10-01,4.4
Valladolid,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2022-07-01,3.9
Valladolid,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2022-04-01,4.7
Valladolid,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2022-01-01,4.3
Valladolid,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2021-10-01,4.2
Valladolid,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2021-07-01,4.9
Valladolid,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2021-04-01,6.6
Valladolid,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2021-01-01,6.7
Valladolid,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2020-10-01,5.0
Valladolid,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2020-07-01,5.2
Zamora,Servicios,2025-10-01,66.8
Zamora,Servicios,2025-07-01,65.8
Zamora,Servicios,2025-04-01,66.1
Zamora,Servicios,2025-01-01,65.6
Zamora,Servicios,2024-10-01,61.1
Zamora,Servicios,2024-07-01,60.5
Zamora,Servicios,2024-04-01,63.7
Zamora,Servicios,2024-01-01,60.0
Zamora,Servicios,2023-10-01,59.2
Zamora,Servicios,2023-07-01,66.0
Zamora,Servicios,2023-04-01,63.8
Zamora,Servicios,2023-01-01,67.6
Zamora,Servicios,2022-10-01,68.9
Zamora,Servicios,2022-07-01,71.0
Zamora,Servicios,2022-04-01,66.3
Zamora,Servicios,2022-01-01,67.4
Zamora,Servicios,2021-10-01,66.4
Zamora,Servicios,2021-07-01,68.0
Zamora,Servicios,2021-04-01,67.2
Zamora,Servicios,2021-01-01,63.5
Zamora,Servicios,2020-10-01,64.4
Zamora,Servicios,2020-07-01,62.7
Zamora,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2025-10-01,5.8
Zamora,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2025-07-01,6.6
Zamora,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2025-04-01,5.4
Zamora,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2025-01-01,4.4
Zamora,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2024-10-01,5.9
Zamora,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2024-07-01,7.6
Zamora,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2024-04-01,4.9
Zamora,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2024-01-01,8.0
Zamora,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2023-10-01,8.7
Zamora,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2023-07-01,5.7
Zamora,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2023-04-01,6.4
Zamora,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2023-01-01,6.0
Zamora,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2022-10-01,5.3
Zamora,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2022-07-01,4.2
Zamora,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2022-04-01,5.7
Zamora,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2022-01-01,4.6
Zamora,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2021-10-01,4.4
Zamora,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2021-07-01,5.5
Zamora,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2021-04-01,6.9
Zamora,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2021-01-01,6.3
Zamora,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2020-10-01,5.8
Zamora,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2020-07-01,6.9
Zaragoza,Servicios,2025-10-01,67.4
Zaragoza,Servicios,2025-07-01,69.7
Zaragoza,Servicios,2025-04-01,69.3
Zaragoza,Servicios,2025-01-01,68.5
Zaragoza,Servicios,2024-10-01,69.5
Zaragoza,Servicios,2024-07-01,69.2
Zaragoza,Servicios,2024-04-01,68.5
Zaragoza,Servicios,2024-01-01,68.3
Zaragoza,Servicios,2023-10-01,67.2
Zaragoza,Servicios,2023-07-01,67.3
Zaragoza,Servicios,2023-04-01,69.4
Zaragoza,Servicios,2023-01-01,66.8
Zaragoza,Servicios,2022-10-01,67.2
Zaragoza,Servicios,2022-07-01,67.5
Zaragoza,Servicios,2022-04-01,66.9
Zaragoza,Servicios,2022-01-01,65.8
Zaragoza,Servicios,2021-10-01,65.1
Zaragoza,Servicios,2021-07-01,64.6
Zaragoza,Servicios,2021-04-01,64.7
Zaragoza,Servicios,2021-01-01,64.2
Zaragoza,Servicios,2020-10-01,63.9
Zaragoza,Servicios,2020-07-01,65.7
Zaragoza,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2025-10-01,3.5
Zaragoza,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2025-07-01,3.4
Zaragoza,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2025-04-01,2.8
Zaragoza,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2025-01-01,3.4
Zaragoza,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2024-10-01,3.8
Zaragoza,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2024-07-01,4.4
Zaragoza,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2024-04-01,3.9
Zaragoza,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2024-01-01,3.1
Zaragoza,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2023-10-01,4.0
Zaragoza,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2023-07-01,4.4
Zaragoza,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2023-04-01,5.0
Zaragoza,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2023-01-01,4.2
Zaragoza,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2022-10-01,5.1
Zaragoza,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2022-07-01,4.7
Zaragoza,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2022-04-01,4.2
Zaragoza,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2022-01-01,4.7
Zaragoza,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2021-10-01,4.9
Zaragoza,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2021-07-01,5.6
Zaragoza,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2021-04-01,6.3
Zaragoza,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2021-01-01,6.3
Zaragoza,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2020-10-01,5.6
Zaragoza,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2020-07-01,5.3
Ceuta,Servicios,2025-10-01,73.0
Ceuta,Servicios,2025-07-01,69.1
Ceuta,Servicios,2025-04-01,76.3
Ceuta,Servicios,2025-01-01,74.8
Ceuta,Servicios,2024-10-01,76.3
Ceuta,Servicios,2024-07-01,70.3
Ceuta,Servicios,2024-04-01,75.8
Ceuta,Servicios,2024-01-01,75.7
Ceuta,Servicios,2023-10-01,73.4
Ceuta,Servicios,2023-07-01,74.6
Ceuta,Servicios,2023-04-01,74.6
Ceuta,Servicios,2023-01-01,72.9
Ceuta,Servicios,2022-10-01,69.7
Ceuta,Servicios,2022-07-01,68.9
Ceuta,Servicios,2022-04-01,77.1
Ceuta,Servicios,2022-01-01,70.8
Ceuta,Servicios,2021-10-01,68.8
Ceuta,Servicios,2021-07-01,68.3
Ceuta,Servicios,2021-04-01,76.2
Ceuta,Servicios,2021-01-01,74.9
Ceuta,Servicios,2020-10-01,73.4
Ceuta,Servicios,2020-07-01,73.9
Ceuta,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2025-10-01,16.9
Ceuta,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2025-07-01,19.2
Ceuta,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2025-04-01,16.8
Ceuta,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2025-01-01,16.7
Ceuta,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2024-10-01,15.4
Ceuta,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2024-07-01,22.1
Ceuta,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2024-04-01,19.3
Ceuta,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2024-01-01,18.9
Ceuta,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2023-10-01,20.9
Ceuta,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2023-07-01,20.3
Ceuta,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2023-04-01,18.8
Ceuta,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2023-01-01,20.8
Ceuta,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2022-10-01,23.8
Ceuta,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2022-07-01,23.0
Ceuta,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2022-04-01,16.5
Ceuta,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2022-01-01,23.5
Ceuta,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2021-10-01,25.6
Ceuta,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2021-07-01,26.8
Ceuta,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2021-04-01,20.3
Ceuta,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2021-01-01,21.3
Ceuta,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2020-10-01,20.8
Ceuta,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2020-07-01,19.2
Melilla,Servicios,2025-10-01,76.8
Melilla,Servicios,2025-07-01,76.0
Melilla,Servicios,2025-04-01,75.0
Melilla,Servicios,2025-01-01,73.0
Melilla,Servicios,2024-10-01,74.4
Melilla,Servicios,2024-07-01,76.2
Melilla,Servicios,2024-04-01,74.9
Melilla,Servicios,2024-01-01,69.2
Melilla,Servicios,2023-10-01,76.6
Melilla,Servicios,2023-07-01,77.5
Melilla,Servicios,2023-04-01,79.0
Melilla,Servicios,2023-01-01,75.3
Melilla,Servicios,2022-10-01,78.2
Melilla,Servicios,2022-07-01,79.8
Melilla,Servicios,2022-04-01,73.7
Melilla,Servicios,2022-01-01,76.8
Melilla,Servicios,2021-10-01,74.8
Melilla,Servicios,2021-07-01,78.0
Melilla,Servicios,2021-04-01,75.3
Melilla,Servicios,2021-01-01,74.4
Melilla,Servicios,2020-10-01,79.1
Melilla,Servicios,2020-07-01,77.2
Melilla,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2025-10-01,18.0
Melilla,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2025-07-01,16.8
Melilla,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2025-04-01,20.4
Melilla,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2025-01-01,21.6
Melilla,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2024-10-01,19.6
Melilla,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2024-07-01,16.8
Melilla,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2024-04-01,17.6
Melilla,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2024-01-01,22.7
Melilla,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2023-10-01,17.5
Melilla,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2023-07-01,16.5
Melilla,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2023-04-01,16.3
Melilla,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2023-01-01,21.3
Melilla,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2022-10-01,17.7
Melilla,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2022-07-01,15.8
Melilla,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2022-04-01,20.9
Melilla,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2022-01-01,17.6
Melilla,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2021-10-01,18.6
Melilla,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2021-07-01,16.3
Melilla,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2021-04-01,20.4
Melilla,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2021-01-01,18.9
Melilla,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2020-10-01,16.2
Melilla,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2020-07-01,17.6
