tipo_alojamiento,comunidad,residencia,tipo_metrica,periodo,total
Campings,País Vasco,Total,Viajero,2024-03-01,17486.0
Campings,País Vasco,Total,Viajero,2024-02-01,3751.0
Campings,País Vasco,Total,Viajero,2024-01-01,3460.0
Campings,País Vasco,Total,Viajero,2023-12-01,4513.0
Campings,País Vasco,Total,Viajero,2023-11-01,5100.0
Campings,País Vasco,Total,Viajero,2023-10-01,26268.0
Campings,País Vasco,Total,Viajero,2023-09-01,40467.0
Campings,País Vasco,Total,Viajero,2023-08-01,70730.0
Campings,País Vasco,Total,Viajero,2023-07-01,66534.0
Campings,País Vasco,Total,Viajero,2023-06-01,39852.0
Campings,País Vasco,Total,Viajero,2023-05-01,24693.0
Campings,País Vasco,Total,Viajero,2023-04-01,24446.0
Campings,País Vasco,Total,Viajero,2023-03-01,8337.0
Campings,País Vasco,Total,Viajero,2023-02-01,4164.0
Campings,País Vasco,Total,Viajero,2023-01-01,2760.0
Campings,País Vasco,Total,Viajero,2022-12-01,4673.0
Campings,País Vasco,Total,Viajero,2022-11-01,5416.0
Campings,País Vasco,Total,Viajero,2022-10-01,21897.0
Campings,País Vasco,Total,Viajero,2022-09-01,38253.0
Campings,País Vasco,Total,Viajero,2022-08-01,72169.0
Campings,País Vasco,Total,Viajero,2022-07-01,68073.0
Campings,País Vasco,Total,Viajero,2022-06-01,33728.0
Campings,País Vasco,Total,Viajero,2022-05-01,28275.0
Campings,País Vasco,Total,Viajero,2022-04-01,23178.0
Campings,País Vasco,Total,Viajero,2022-03-01,10275.0
Campings,País Vasco,Total,Viajero,2022-02-01,3974.0
Campings,País Vasco,Total,Viajero,2022-01-01,2534.0
Campings,País Vasco,Total,Viajero,2021-12-01,4038.0
Campings,País Vasco,Total,Viajero,2021-11-01,4893.0
Campings,País Vasco,Total,Viajero,2021-10-01,21239.0
Campings,País Vasco,Total,Viajero,2021-09-01,35309.0
Campings,País Vasco,Total,Viajero,2021-08-01,75527.0
Campings,País Vasco,Total,Viajero,2021-07-01,51585.0
Campings,País Vasco,Total,Viajero,2021-06-01,22959.0
Campings,País Vasco,Total,Viajero,2021-05-01,9899.0
Campings,País Vasco,Total,Viajero,2021-04-01,12932.0
Campings,País Vasco,Total,Viajero,2021-03-01,8180.0
Campings,País Vasco,Total,Viajero,2021-02-01,472.0
Campings,País Vasco,Total,Viajero,2021-01-01,411.0
Campings,País Vasco,Total,Viajero,2020-12-01,462.0
Campings,País Vasco,Total,Viajero,2020-11-01,680.0
Campings,País Vasco,Total,Viajero,2020-10-01,5197.0
Campings,País Vasco,Total,Viajero,2020-09-01,17563.0
Campings,País Vasco,Total,Viajero,2020-08-01,40932.0
Campings,País Vasco,Total,Viajero,2020-07-01,38321.0
Campings,País Vasco,Total,Viajero,2020-06-01,12484.0
Campings,País Vasco,Total,Viajero,2020-05-01,1211.0
Campings,País Vasco,Total,Viajero,2020-04-01,0.0
Campings,País Vasco,Total,Viajero,2020-03-01,1268.0
Campings,"Rioja, La",Total,Viajero,2026-01-01,
Campings,"Rioja, La",Total,Viajero,2025-12-01,
Campings,"Rioja, La",Total,Viajero,2025-11-01,2075.0
Campings,"Rioja, La",Total,Viajero,2025-10-01,6758.0
Campings,"Rioja, La",Total,Viajero,2025-09-01,9832.0
Campings,"Rioja, La",Total,Viajero,2025-08-01,19875.0
Campings,"Rioja, La",Total,Viajero,2025-07-01,21542.0
Campings,"Rioja, La",Total,Viajero,2025-06-01,11262.0
Campings,"Rioja, La",Total,Viajero,2025-05-01,9668.0
Campings,"Rioja, La",Total,Viajero,2025-04-01,7708.0
Campings,"Rioja, La",Total,Viajero,2025-03-01,4673.0
Campings,"Rioja, La",Total,Viajero,2025-02-01,796.0
Campings,"Rioja, La",Total,Viajero,2025-01-01,
Campings,"Rioja, La",Total,Viajero,2024-12-01,941.0
Campings,"Rioja, La",Total,Viajero,2024-11-01,3704.0
Campings,"Rioja, La",Total,Viajero,2024-10-01,6334.0
Campings,"Rioja, La",Total,Viajero,2024-09-01,9125.0
Campings,"Rioja, La",Total,Viajero,2024-08-01,22251.0
Campings,"Rioja, La",Total,Viajero,2024-07-01,19175.0
Campings,"Rioja, La",Total,Viajero,2024-06-01,12704.0
Campings,"Rioja, La",Total,Viajero,2024-05-01,8247.0
Campings,"Rioja, La",Total,Viajero,2024-04-01,
Campings,"Rioja, La",Total,Viajero,2024-03-01,
Campings,"Rioja, La",Total,Viajero,2024-02-01,1357.0
Campings,"Rioja, La",Total,Viajero,2024-01-01,
Campings,"Rioja, La",Total,Viajero,2023-12-01,1211.0
Campings,"Rioja, La",Total,Viajero,2023-11-01,2892.0
Campings,"Rioja, La",Total,Viajero,2023-10-01,6570.0
Campings,"Rioja, La",Total,Viajero,2023-09-01,9576.0
Campings,"Rioja, La",Total,Viajero,2023-08-01,21123.0
Campings,"Rioja, La",Total,Viajero,2023-07-01,20549.0
Campings,"Rioja, La",Total,Viajero,2023-06-01,10695.0
Campings,"Rioja, La",Total,Viajero,2023-05-01,6895.0
Campings,"Rioja, La",Total,Viajero,2023-04-01,10975.0
Campings,"Rioja, La",Total,Viajero,2023-03-01,3614.0
Campings,"Rioja, La",Total,Viajero,2023-02-01,1260.0
Campings,"Rioja, La",Total,Viajero,2023-01-01,316.0
Campings,"Rioja, La",Total,Viajero,2022-12-01,982.0
Campings,"Rioja, La",Total,Viajero,2022-11-01,2610.0
Campings,"Rioja, La",Total,Viajero,2022-10-01,6626.0
Campings,"Rioja, La",Total,Viajero,2022-09-01,10400.0
Campings,"Rioja, La",Total,Viajero,2022-08-01,22829.0
Campings,"Rioja, La",Total,Viajero,2022-07-01,20781.0
Campings,"Rioja, La",Total,Viajero,2022-06-01,12323.0
Campings,"Rioja, La",Total,Viajero,2022-05-01,8003.0
Campings,"Rioja, La",Total,Viajero,2022-04-01,10875.0
Campings,"Rioja, La",Total,Viajero,2022-03-01,2765.0
Campings,"Rioja, La",Total,Viajero,2022-02-01,1390.0
Campings,"Rioja, La",Total,Viajero,2022-01-01,640.0
Campings,"Rioja, La",Total,Viajero,2021-12-01,1135.0
Campings,"Rioja, La",Total,Viajero,2021-11-01,2678.0
Campings,"Rioja, La",Total,Viajero,2021-10-01,6988.0
Campings,"Rioja, La",Total,Viajero,2021-09-01,10543.0
Campings,"Rioja, La",Total,Viajero,2021-08-01,22092.0
Campings,"Rioja, La",Total,Viajero,2021-07-01,25681.0
Campings,"Rioja, La",Total,Viajero,2021-06-01,9470.0
Campings,"Rioja, La",Total,Viajero,2021-05-01,4959.0
Campings,"Rioja, La",Total,Viajero,2021-04-01,
Campings,"Rioja, La",Total,Viajero,2021-03-01,167.0
Campings,"Rioja, La",Total,Viajero,2021-02-01,
Campings,"Rioja, La",Total,Viajero,2021-01-01,
Campings,"Rioja, La",Total,Viajero,2020-12-01,146.0
Campings,"Rioja, La",Total,Viajero,2020-11-01,
Campings,"Rioja, La",Total,Viajero,2020-10-01,2076.0
Campings,"Rioja, La",Total,Viajero,2020-09-01,5226.0
Campings,"Rioja, La",Total,Viajero,2020-08-01,14820.0
Campings,"Rioja, La",Total,Viajero,2020-07-01,14090.0
Campings,"Rioja, La",Total,Viajero,2020-06-01,3182.0
Campings,"Rioja, La",Total,Viajero,2020-05-01,
Campings,"Rioja, La",Total,Viajero,2020-04-01,0.0
Campings,"Rioja, La",Total,Viajero,2020-03-01,1365.0
Campings,Ceuta,Total,Viajero,2026-01-01,
Campings,Ceuta,Total,Viajero,2025-12-01,
Campings,Ceuta,Total,Viajero,2025-11-01,
Campings,Ceuta,Total,Viajero,2025-10-01,
Campings,Ceuta,Total,Viajero,2025-09-01,
Campings,Ceuta,Total,Viajero,2025-08-01,
Campings,Ceuta,Total,Viajero,2025-07-01,
Campings,Ceuta,Total,Viajero,2025-06-01,
Campings,Ceuta,Total,Viajero,2025-05-01,
Campings,Ceuta,Total,Viajero,2025-04-01,
Campings,Ceuta,Total,Viajero,2025-03-01,
Campings,Ceuta,Total,Viajero,2025-02-01,
Campings,Ceuta,Total,Viajero,2025-01-01,
Campings,Ceuta,Total,Viajero,2024-12-01,
Campings,Ceuta,Total,Viajero,2024-11-01,
Campings,Ceuta,Total,Viajero,2024-10-01,
Campings,Ceuta,Total,Viajero,2024-09-01,
Campings,Ceuta,Total,Viajero,2024-08-01,
Campings,Ceuta,Total,Viajero,2024-07-01,
Campings,Ceuta,Total,Viajero,2024-06-01,
Campings,Ceuta,Total,Viajero,2024-05-01,
Campings,Ceuta,Total,Viajero,2024-04-01,
Campings,Ceuta,Total,Viajero,2024-03-01,
Campings,Ceuta,Total,Viajero,2024-02-01,
Campings,Ceuta,Total,Viajero,2024-01-01,
Campings,Ceuta,Total,Viajero,2023-12-01,
Campings,Ceuta,Total,Viajero,2023-11-01,
Campings,Ceuta,Total,Viajero,2023-10-01,
Campings,Ceuta,Total,Viajero,2023-09-01,
Campings,Ceuta,Total,Viajero,2023-08-01,
Campings,Ceuta,Total,Viajero,2023-07-01,
Campings,Ceuta,Total,Viajero,2023-06-01,
Campings,Ceuta,Total,Viajero,2023-05-01,
Campings,Ceuta,Total,Viajero,2023-04-01,
Campings,Ceuta,Total,Viajero,2023-03-01,
Campings,Ceuta,Total,Viajero,2023-02-01,
Campings,Ceuta,Total,Viajero,2023-01-01,
Campings,Ceuta,Total,Viajero,2022-12-01,
Campings,Ceuta,Total,Viajero,2022-11-01,
Campings,Ceuta,Total,Viajero,2022-10-01,
Campings,Ceuta,Total,Viajero,2022-09-01,
Campings,Ceuta,Total,Viajero,2022-08-01,
Campings,Ceuta,Total,Viajero,2022-07-01,
Campings,Ceuta,Total,Viajero,2022-06-01,
Campings,Ceuta,Total,Viajero,2022-05-01,
Campings,Ceuta,Total,Viajero,2022-04-01,
Campings,Ceuta,Total,Viajero,2022-03-01,
Campings,Ceuta,Total,Viajero,2022-02-01,
Campings,Ceuta,Total,Viajero,2022-01-01,
Campings,Ceuta,Total,Viajero,2021-12-01,
Campings,Ceuta,Total,Viajero,2021-11-01,
Campings,Ceuta,Total,Viajero,2021-10-01,
Campings,Ceuta,Total,Viajero,2021-09-01,
Campings,Ceuta,Total,Viajero,2021-08-01,
Campings,Ceuta,Total,Viajero,2021-07-01,
Campings,Ceuta,Total,Viajero,2021-06-01,
Campings,Ceuta,Total,Viajero,2021-05-01,
Campings,Ceuta,Total,Viajero,2021-04-01,
Campings,Ceuta,Total,Viajero,2021-03-01,
Campings,Ceuta,Total,Viajero,2021-02-01,
Campings,Ceuta,Total,Viajero,2021-01-01,
Campings,Ceuta,Total,Viajero,2020-12-01,
Campings,Ceuta,Total,Viajero,2020-11-01,
Campings,Ceuta,Total,Viajero,2020-10-01,
Campings,Ceuta,Total,Viajero,2020-09-01,
Campings,Ceuta,Total,Viajero,2020-08-01,
Campings,Ceuta,Total,Viajero,2020-07-01,
Campings,Ceuta,Total,Viajero,2020-06-01,
Campings,Ceuta,Total,Viajero,2020-05-01,
Campings,Ceuta,Total,Viajero,2020-04-01,
Campings,Ceuta,Total,Viajero,2020-03-01,
Campings,Melilla,Total,Viajero,2026-01-01,
Campings,Melilla,Total,Viajero,2025-12-01,
Campings,Melilla,Total,Viajero,2025-11-01,
Campings,Melilla,Total,Viajero,2025-10-01,
Campings,Melilla,Total,Viajero,2025-09-01,
Campings,Melilla,Total,Viajero,2025-08-01,
Campings,Melilla,Total,Viajero,2025-07-01,
Campings,Melilla,Total,Viajero,2025-06-01,
Campings,Melilla,Total,Viajero,2025-05-01,
Campings,Melilla,Total,Viajero,2025-04-01,
Campings,Melilla,Total,Viajero,2025-03-01,
Campings,Melilla,Total,Viajero,2025-02-01,
Campings,Melilla,Total,Viajero,2025-01-01,
Campings,Melilla,Total,Viajero,2024-12-01,
Campings,Melilla,Total,Viajero,2024-11-01,
Campings,Melilla,Total,Viajero,2024-10-01,
Campings,Melilla,Total,Viajero,2024-09-01,
Campings,Melilla,Total,Viajero,2024-08-01,
Campings,Melilla,Total,Viajero,2024-07-01,
Campings,Melilla,Total,Viajero,2024-06-01,
Campings,Melilla,Total,Viajero,2024-05-01,
Campings,Melilla,Total,Viajero,2024-04-01,
Campings,Melilla,Total,Viajero,2024-03-01,
Campings,Melilla,Total,Viajero,2024-02-01,
Campings,Melilla,Total,Viajero,2024-01-01,
Campings,Melilla,Total,Viajero,2023-12-01,
Campings,Melilla,Total,Viajero,2023-11-01,
Campings,Melilla,Total,Viajero,2023-10-01,
Campings,Melilla,Total,Viajero,2023-09-01,
Campings,Melilla,Total,Viajero,2023-08-01,
Campings,Melilla,Total,Viajero,2023-07-01,
Campings,Melilla,Total,Viajero,2023-06-01,
Campings,Melilla,Total,Viajero,2023-05-01,
Campings,Melilla,Total,Viajero,2023-04-01,
Campings,Melilla,Total,Viajero,2023-03-01,
Campings,Melilla,Total,Viajero,2023-02-01,
Campings,Melilla,Total,Viajero,2023-01-01,
Campings,Melilla,Total,Viajero,2022-12-01,
Campings,Melilla,Total,Viajero,2022-11-01,
Campings,Melilla,Total,Viajero,2022-10-01,
Campings,Melilla,Total,Viajero,2022-09-01,
Campings,Melilla,Total,Viajero,2022-08-01,
Campings,Melilla,Total,Viajero,2022-07-01,
Campings,Melilla,Total,Viajero,2022-06-01,
Campings,Melilla,Total,Viajero,2022-05-01,
Campings,Melilla,Total,Viajero,2022-04-01,
Campings,Melilla,Total,Viajero,2022-03-01,
Campings,Melilla,Total,Viajero,2022-02-01,
Campings,Melilla,Total,Viajero,2022-01-01,
Campings,Melilla,Total,Viajero,2021-12-01,
Campings,Melilla,Total,Viajero,2021-11-01,
Campings,Melilla,Total,Viajero,2021-10-01,
Campings,Melilla,Total,Viajero,2021-09-01,
Campings,Melilla,Total,Viajero,2021-08-01,
Campings,Melilla,Total,Viajero,2021-07-01,
Campings,Melilla,Total,Viajero,2021-06-01,
Campings,Melilla,Total,Viajero,2021-05-01,
Campings,Melilla,Total,Viajero,2021-04-01,
Campings,Melilla,Total,Viajero,2021-03-01,
Campings,Melilla,Total,Viajero,2021-02-01,
Campings,Melilla,Total,Viajero,2021-01-01,
Campings,Melilla,Total,Viajero,2020-12-01,
Campings,Melilla,Total,Viajero,2020-11-01,
Campings,Melilla,Total,Viajero,2020-10-01,
Campings,Melilla,Total,Viajero,2020-09-01,
Campings,Melilla,Total,Viajero,2020-08-01,
Campings,Melilla,Total,Viajero,2020-07-01,
Campings,Melilla,Total,Viajero,2020-06-01,
Campings,Melilla,Total,Viajero,2020-05-01,
Campings,Melilla,Total,Viajero,2020-04-01,
Campings,Melilla,Total,Viajero,2020-03-01,
Apartamentos,Total Nacional,Total,Viajero,2026-01-01,755114.0
Apartamentos,Total Nacional,Total,Viajero,2025-12-01,923688.0
Apartamentos,Total Nacional,Total,Viajero,2025-11-01,895611.0
Apartamentos,Total Nacional,Total,Viajero,2025-10-01,1254612.0
Apartamentos,Total Nacional,Total,Viajero,2025-09-01,1529932.0
Apartamentos,Total Nacional,Total,Viajero,2025-08-01,2046134.0
Apartamentos,Total Nacional,Total,Viajero,2025-07-01,1976380.0
Apartamentos,Total Nacional,Total,Viajero,2025-06-01,1618970.0
Apartamentos,Total Nacional,Total,Viajero,2025-05-01,1330436.0
Apartamentos,Total Nacional,Total,Viajero,2025-04-01,1203365.0
Apartamentos,Total Nacional,Total,Viajero,2025-03-01,921214.0
Apartamentos,Total Nacional,Total,Viajero,2025-02-01,816452.0
Apartamentos,Total Nacional,Total,Viajero,2025-01-01,698415.0
Apartamentos,Total Nacional,Total,Viajero,2024-12-01,829723.0
Apartamentos,Total Nacional,Total,Viajero,2024-11-01,810729.0
Apartamentos,Total Nacional,Total,Viajero,2024-10-01,1144709.0
Apartamentos,Total Nacional,Total,Viajero,2024-09-01,1416497.0
Apartamentos,Total Nacional,Total,Viajero,2024-08-01,1946348.0
Apartamentos,Total Nacional,Total,Viajero,2024-07-01,1769655.0
Apartamentos,Total Nacional,Total,Viajero,2024-06-01,1506896.0
Apartamentos,Total Nacional,Total,Viajero,2024-05-01,1334167.0
Apartamentos,Total Nacional,Total,Viajero,2024-04-01,967864.0
Apartamentos,Total Nacional,Total,Viajero,2024-03-01,965748.0
Apartamentos,Total Nacional,Total,Viajero,2024-02-01,764037.0
Apartamentos,Total Nacional,Total,Viajero,2024-01-01,695212.0
Apartamentos,Total Nacional,Total,Viajero,2023-12-01,829651.0
Apartamentos,Total Nacional,Total,Viajero,2023-11-01,727779.0
Apartamentos,Total Nacional,Total,Viajero,2023-10-01,1103179.0
Apartamentos,Total Nacional,Total,Viajero,2023-09-01,1362148.0
Apartamentos,Total Nacional,Total,Viajero,2023-08-01,1863976.0
Apartamentos,Total Nacional,Total,Viajero,2023-07-01,1753152.0
Apartamentos,Total Nacional,Total,Viajero,2023-06-01,1356140.0
Apartamentos,Total Nacional,Total,Viajero,2023-05-01,1142732.0
Apartamentos,Total Nacional,Total,Viajero,2023-04-01,1147937.0
Apartamentos,Total Nacional,Total,Viajero,2023-03-01,771921.0
Apartamentos,Total Nacional,Total,Viajero,2023-02-01,705308.0
Apartamentos,Total Nacional,Total,Viajero,2023-01-01,657539.0
Apartamentos,Total Nacional,Total,Viajero,2022-12-01,745200.0
Apartamentos,Total Nacional,Total,Viajero,2022-11-01,673598.0
Apartamentos,Total Nacional,Total,Viajero,2022-10-01,1023153.0
Apartamentos,Total Nacional,Total,Viajero,2022-09-01,1327928.0
Apartamentos,Total Nacional,Total,Viajero,2022-08-01,1817876.0
Apartamentos,Total Nacional,Total,Viajero,2022-07-01,1807474.0
Apartamentos,Total Nacional,Total,Viajero,2022-06-01,1368584.0
Apartamentos,Total Nacional,Total,Viajero,2022-05-01,1098660.0
Apartamentos,Total Nacional,Total,Viajero,2022-04-01,1007643.0
Apartamentos,Total Nacional,Total,Viajero,2022-03-01,643747.0
Apartamentos,Total Nacional,Total,Viajero,2022-02-01,611612.0
Apartamentos,Total Nacional,Total,Viajero,2022-01-01,482013.0
Apartamentos,Total Nacional,Total,Viajero,2021-12-01,635481.0
Apartamentos,Total Nacional,Total,Viajero,2021-11-01,588940.0
Apartamentos,Total Nacional,Total,Viajero,2021-10-01,905634.0
Apartamentos,Total Nacional,Total,Viajero,2021-09-01,970200.0
Apartamentos,Total Nacional,Total,Viajero,2021-08-01,1530177.0
Apartamentos,Total Nacional,Total,Viajero,2021-07-01,1278036.0
Apartamentos,Total Nacional,Total,Viajero,2021-06-01,671430.0
Apartamentos,Total Nacional,Total,Viajero,2021-05-01,351861.0
Apartamentos,Total Nacional,Total,Viajero,2021-04-01,211556.0
Apartamentos,Total Nacional,Total,Viajero,2021-03-01,166577.0
Apartamentos,Total Nacional,Total,Viajero,2021-02-01,102731.0
Apartamentos,Total Nacional,Total,Viajero,2021-01-01,112310.0
Apartamentos,Total Nacional,Total,Viajero,2020-12-01,153107.0
Apartamentos,Total Nacional,Total,Viajero,2020-11-01,113653.0
Apartamentos,Total Nacional,Total,Viajero,2020-10-01,260193.0
Apartamentos,Total Nacional,Total,Viajero,2020-09-01,433107.0
Apartamentos,Total Nacional,Total,Viajero,2020-08-01,964453.0
Apartamentos,Total Nacional,Total,Viajero,2020-07-01,688700.0
Apartamentos,Total Nacional,Total,Viajero,2020-06-01,119485.0
Apartamentos,Total Nacional,Total,Viajero,2020-05-01,15162.0
Apartamentos,Total Nacional,Total,Viajero,2020-04-01,0.0
Apartamentos,Total Nacional,Total,Viajero,2020-03-01,197077.0
Apartamentos,Andalucía,Total,Viajero,2026-01-01,175447.0
Apartamentos,Andalucía,Total,Viajero,2025-12-01,220921.0
Apartamentos,Andalucía,Total,Viajero,2025-11-01,205206.0
Apartamentos,Andalucía,Total,Viajero,2025-10-01,252158.0
Apartamentos,Andalucía,Total,Viajero,2025-09-01,315636.0
Apartamentos,Andalucía,Total,Viajero,2025-08-01,385818.0
Apartamentos,Andalucía,Total,Viajero,2025-07-01,362013.0
Apartamentos,Andalucía,Total,Viajero,2025-06-01,326169.0
Apartamentos,Andalucía,Total,Viajero,2025-05-01,279667.0
Apartamentos,Andalucía,Total,Viajero,2025-04-01,272545.0
Apartamentos,Andalucía,Total,Viajero,2025-03-01,243648.0
Apartamentos,Andalucía,Total,Viajero,2025-02-01,215778.0
Apartamentos,Andalucía,Total,Viajero,2025-01-01,150197.0
Apartamentos,Andalucía,Total,Viajero,2024-12-01,187792.0
Apartamentos,Andalucía,Total,Viajero,2024-11-01,186647.0
Apartamentos,Andalucía,Total,Viajero,2024-10-01,247193.0
Apartamentos,Andalucía,Total,Viajero,2024-09-01,293687.0
Apartamentos,Andalucía,Total,Viajero,2024-08-01,394076.0
Apartamentos,Andalucía,Total,Viajero,2024-07-01,318129.0
Apartamentos,Andalucía,Total,Viajero,2024-06-01,302286.0
Apartamentos,Andalucía,Total,Viajero,2024-05-01,288867.0
Apartamentos,Andalucía,Total,Viajero,2024-04-01,247531.0
Apartamentos,Andalucía,Total,Viajero,2024-03-01,215325.0
Apartamentos,Andalucía,Total,Viajero,2024-02-01,203305.0
Apartamentos,Andalucía,Total,Viajero,2024-01-01,176323.0
Apartamentos,Andalucía,Total,Viajero,2023-12-01,209775.0
Apartamentos,Andalucía,Total,Viajero,2023-11-01,169702.0
Apartamentos,Andalucía,Total,Viajero,2023-10-01,244836.0
Apartamentos,Andalucía,Total,Viajero,2023-09-01,294927.0
Apartamentos,Andalucía,Total,Viajero,2023-08-01,370470.0
Apartamentos,Andalucía,Total,Viajero,2023-07-01,347887.0
Apartamentos,Andalucía,Total,Viajero,2023-06-01,266296.0
Apartamentos,Andalucía,Total,Viajero,2023-05-01,252549.0
Apartamentos,Andalucía,Total,Viajero,2023-04-01,255788.0
Apartamentos,Andalucía,Total,Viajero,2023-03-01,183594.0
Apartamentos,Andalucía,Total,Viajero,2023-02-01,181175.0
Apartamentos,Andalucía,Total,Viajero,2023-01-01,155692.0
Apartamentos,Andalucía,Total,Viajero,2022-12-01,158795.0
Apartamentos,Andalucía,Total,Viajero,2022-11-01,139687.0
Apartamentos,Andalucía,Total,Viajero,2022-10-01,203848.0
Apartamentos,Andalucía,Total,Viajero,2022-09-01,247448.0
Apartamentos,Andalucía,Total,Viajero,2022-08-01,328922.0
Apartamentos,Andalucía,Total,Viajero,2022-07-01,310929.0
Apartamentos,Andalucía,Total,Viajero,2022-06-01,265005.0
Apartamentos,Andalucía,Total,Viajero,2022-05-01,254359.0
Apartamentos,Andalucía,Total,Viajero,2022-04-01,225681.0
Apartamentos,Andalucía,Total,Viajero,2022-03-01,141301.0
Apartamentos,Andalucía,Total,Viajero,2022-02-01,143222.0
Apartamentos,Andalucía,Total,Viajero,2022-01-01,103112.0
Apartamentos,Andalucía,Total,Viajero,2021-12-01,138955.0
Apartamentos,Andalucía,Total,Viajero,2021-11-01,131283.0
Apartamentos,Andalucía,Total,Viajero,2021-10-01,196601.0
Apartamentos,Andalucía,Total,Viajero,2021-09-01,212654.0
Apartamentos,Andalucía,Total,Viajero,2021-08-01,320988.0
Apartamentos,Andalucía,Total,Viajero,2021-07-01,269881.0
Apartamentos,Andalucía,Total,Viajero,2021-06-01,159410.0
Apartamentos,Andalucía,Total,Viajero,2021-05-01,85299.0
Apartamentos,Andalucía,Total,Viajero,2021-04-01,35301.0
Apartamentos,Andalucía,Total,Viajero,2021-03-01,34056.0
Apartamentos,Andalucía,Total,Viajero,2021-02-01,20805.0
Apartamentos,Andalucía,Total,Viajero,2021-01-01,29101.0
Apartamentos,Andalucía,Total,Viajero,2020-12-01,26751.0
Apartamentos,Andalucía,Total,Viajero,2020-11-01,12778.0
Apartamentos,Andalucía,Total,Viajero,2020-10-01,61892.0
Apartamentos,Andalucía,Total,Viajero,2020-09-01,107509.0
Apartamentos,Andalucía,Total,Viajero,2020-08-01,209506.0
Apartamentos,Andalucía,Total,Viajero,2020-07-01,153314.0
Apartamentos,Andalucía,Total,Viajero,2020-06-01,28014.0
Apartamentos,Andalucía,Total,Viajero,2020-05-01,3003.0
Apartamentos,Andalucía,Total,Viajero,2020-04-01,0.0
Apartamentos,Andalucía,Total,Viajero,2020-03-01,43487.0
Apartamentos,Aragón,Total,Viajero,2026-01-01,15637.0
Apartamentos,Aragón,Total,Viajero,2025-12-01,18278.0
Apartamentos,Aragón,Total,Viajero,2025-11-01,11971.0
Apartamentos,Aragón,Total,Viajero,2025-10-01,19365.0
Apartamentos,Aragón,Total,Viajero,2025-09-01,18593.0
Apartamentos,Aragón,Total,Viajero,2025-08-01,28633.0
Apartamentos,Aragón,Total,Viajero,2025-07-01,24569.0
Apartamentos,Aragón,Total,Viajero,2025-06-01,15519.0
Apartamentos,Aragón,Total,Viajero,2025-05-01,14822.0
Apartamentos,Aragón,Total,Viajero,2025-04-01,18905.0
Apartamentos,Aragón,Total,Viajero,2025-03-01,16709.0
Apartamentos,Aragón,Total,Viajero,2025-02-01,15202.0
Apartamentos,Aragón,Total,Viajero,2025-01-01,12758.0
Apartamentos,Aragón,Total,Viajero,2024-12-01,14898.0
Apartamentos,Aragón,Total,Viajero,2024-11-01,9687.0
Apartamentos,Aragón,Total,Viajero,2024-10-01,13114.0
Apartamentos,Aragón,Total,Viajero,2024-09-01,15900.0
Apartamentos,Aragón,Total,Viajero,2024-08-01,26919.0
Apartamentos,Aragón,Total,Viajero,2024-07-01,20339.0
Apartamentos,Aragón,Total,Viajero,2024-06-01,16147.0
Apartamentos,Aragón,Total,Viajero,2024-05-01,12867.0
Apartamentos,Aragón,Total,Viajero,2024-04-01,11542.0
Apartamentos,Aragón,Total,Viajero,2024-03-01,17691.0
Apartamentos,Aragón,Total,Viajero,2024-02-01,13858.0
Apartamentos,Aragón,Total,Viajero,2024-01-01,11528.0
Apartamentos,Aragón,Total,Viajero,2023-12-01,13932.0
Apartamentos,Aragón,Total,Viajero,2023-11-01,8539.0
Apartamentos,Aragón,Total,Viajero,2023-10-01,17016.0
Apartamentos,Aragón,Total,Viajero,2023-09-01,15674.0
Apartamentos,Aragón,Total,Viajero,2023-08-01,26388.0
Apartamentos,Aragón,Total,Viajero,2023-07-01,18715.0
Apartamentos,Aragón,Total,Viajero,2023-06-01,14020.0
Apartamentos,Aragón,Total,Viajero,2023-05-01,11398.0
Apartamentos,Aragón,Total,Viajero,2023-04-01,19233.0
Apartamentos,Aragón,Total,Viajero,2023-03-01,14423.0
Apartamentos,Aragón,Total,Viajero,2023-02-01,15512.0
Apartamentos,Aragón,Total,Viajero,2023-01-01,11290.0
Apartamentos,Aragón,Total,Viajero,2022-12-01,17725.0
Apartamentos,Aragón,Total,Viajero,2022-11-01,8988.0
Apartamentos,Aragón,Total,Viajero,2022-10-01,17282.0
Apartamentos,Aragón,Total,Viajero,2022-09-01,15999.0
Apartamentos,Aragón,Total,Viajero,2022-08-01,27112.0
Apartamentos,Aragón,Total,Viajero,2022-07-01,21972.0
Apartamentos,Aragón,Total,Viajero,2022-06-01,16638.0
Apartamentos,Aragón,Total,Viajero,2022-05-01,12870.0
Apartamentos,Aragón,Total,Viajero,2022-04-01,18517.0
Apartamentos,Aragón,Total,Viajero,2022-03-01,13314.0
Apartamentos,Aragón,Total,Viajero,2022-02-01,17381.0
Apartamentos,Aragón,Total,Viajero,2022-01-01,14352.0
Apartamentos,Aragón,Total,Viajero,2021-12-01,18224.0
Apartamentos,Aragón,Total,Viajero,2021-11-01,11374.0
Apartamentos,Aragón,Total,Viajero,2021-10-01,24197.0
Apartamentos,Aragón,Total,Viajero,2021-09-01,20787.0
Apartamentos,Aragón,Total,Viajero,2021-08-01,32168.0
Apartamentos,Aragón,Total,Viajero,2021-07-01,25569.0
Apartamentos,Aragón,Total,Viajero,2021-06-01,14930.0
Apartamentos,Aragón,Total,Viajero,2021-05-01,7692.0
Apartamentos,Aragón,Total,Viajero,2021-04-01,5994.0
