tipo_alojamiento,comunidad,residencia,tipo_metrica,periodo,total
Hotelera,Total Nacional,Total,Viajero,2026-01-01,5948424.0
Hotelera,Total Nacional,Total,Viajero,2025-12-01,6937385.0
Hotelera,Total Nacional,Total,Viajero,2025-11-01,7413495.0
Hotelera,Total Nacional,Total,Viajero,2025-10-01,11041430.0
Hotelera,Total Nacional,Total,Viajero,2025-09-01,12050972.0
Hotelera,Total Nacional,Total,Viajero,2025-08-01,13828672.0
Hotelera,Total Nacional,Total,Viajero,2025-07-01,13044764.0
Hotelera,Total Nacional,Total,Viajero,2025-06-01,12256716.0
Hotelera,Total Nacional,Total,Viajero,2025-05-01,11803477.0
Hotelera,Total Nacional,Total,Viajero,2025-04-01,10018537.0
Hotelera,Total Nacional,Total,Viajero,2025-03-01,7680722.0
Hotelera,Total Nacional,Total,Viajero,2025-02-01,6539960.0
Hotelera,Total Nacional,Total,Viajero,2025-01-01,5774050.0
Hotelera,Total Nacional,Total,Viajero,2024-12-01,6561380.0
Hotelera,Total Nacional,Total,Viajero,2024-11-01,7152418.0
Hotelera,Total Nacional,Total,Viajero,2024-10-01,10757739.0
Hotelera,Total Nacional,Total,Viajero,2024-09-01,11753507.0
Hotelera,Total Nacional,Total,Viajero,2024-08-01,13622908.0
Hotelera,Total Nacional,Total,Viajero,2024-07-01,12692328.0
Hotelera,Total Nacional,Total,Viajero,2024-06-01,11865112.0
Hotelera,Total Nacional,Total,Viajero,2024-05-01,11768411.0
Hotelera,Total Nacional,Total,Viajero,2024-04-01,9386103.0
Hotelera,Total Nacional,Total,Viajero,2024-03-01,8433226.0
Hotelera,Total Nacional,Total,Viajero,2024-02-01,6512168.0
Hotelera,Total Nacional,Total,Viajero,2024-01-01,5660859.0
Hotelera,Total Nacional,Total,Viajero,2023-12-01,6586138.0
Hotelera,Total Nacional,Total,Viajero,2023-11-01,6798815.0
Hotelera,Total Nacional,Total,Viajero,2023-10-01,10390441.0
Hotelera,Total Nacional,Total,Viajero,2023-09-01,11627872.0
Hotelera,Total Nacional,Total,Viajero,2023-08-01,13266497.0
Hotelera,Total Nacional,Total,Viajero,2023-07-01,12680483.0
Hotelera,Total Nacional,Total,Viajero,2023-06-01,11535550.0
Hotelera,Total Nacional,Total,Viajero,2023-05-01,10580202.0
Hotelera,Total Nacional,Total,Viajero,2023-04-01,9829384.0
Hotelera,Total Nacional,Total,Viajero,2023-03-01,7361364.0
Hotelera,Total Nacional,Total,Viajero,2023-02-01,5967064.0
Hotelera,Total Nacional,Total,Viajero,2023-01-01,5367962.0
Hotelera,Total Nacional,Total,Viajero,2022-12-01,6054556.0
Hotelera,Total Nacional,Total,Viajero,2022-11-01,6284698.0
Hotelera,Total Nacional,Total,Viajero,2022-10-01,9743259.0
Hotelera,Total Nacional,Total,Viajero,2022-09-01,11050305.0
Hotelera,Total Nacional,Total,Viajero,2022-08-01,12889916.0
Hotelera,Total Nacional,Total,Viajero,2022-07-01,12292936.0
Hotelera,Total Nacional,Total,Viajero,2022-06-01,10990468.0
Hotelera,Total Nacional,Total,Viajero,2022-05-01,9920671.0
Hotelera,Total Nacional,Total,Viajero,2022-04-01,8689822.0
Hotelera,Total Nacional,Total,Viajero,2022-03-01,6061398.0
Hotelera,Total Nacional,Total,Viajero,2022-02-01,5133961.0
Hotelera,Total Nacional,Total,Viajero,2022-01-01,3770578.0
Hotelera,Total Nacional,Total,Viajero,2021-12-01,4881952.0
Hotelera,Total Nacional,Total,Viajero,2021-11-01,5391958.0
Hotelera,Total Nacional,Total,Viajero,2021-10-01,8131666.0
Hotelera,Total Nacional,Total,Viajero,2021-09-01,8256057.0
Hotelera,Total Nacional,Total,Viajero,2021-08-01,10408035.0
Hotelera,Total Nacional,Total,Viajero,2021-07-01,8544001.0
Hotelera,Total Nacional,Total,Viajero,2021-06-01,5676067.0
Hotelera,Total Nacional,Total,Viajero,2021-05-01,3404118.0
Hotelera,Total Nacional,Total,Viajero,2021-04-01,1955719.0
Hotelera,Total Nacional,Total,Viajero,2021-03-01,1770722.0
Hotelera,Total Nacional,Total,Viajero,2021-02-01,1179236.0
Hotelera,Total Nacional,Total,Viajero,2021-01-01,1124601.0
Hotelera,Total Nacional,Total,Viajero,2020-12-01,1417815.0
Hotelera,Total Nacional,Total,Viajero,2020-11-01,1184922.0
Hotelera,Total Nacional,Total,Viajero,2020-10-01,2406759.0
Hotelera,Total Nacional,Total,Viajero,2020-09-01,3513294.0
Hotelera,Total Nacional,Total,Viajero,2020-08-01,5924218.0
Hotelera,Total Nacional,Total,Viajero,2020-07-01,4407783.0
Hotelera,Total Nacional,Total,Viajero,2020-06-01,944923.0
Hotelera,Total Nacional,Total,Viajero,2020-05-01,98561.0
Hotelera,Total Nacional,Total,Viajero,2020-04-01,0.0
Hotelera,Total Nacional,Total,Viajero,2020-03-01,2656776.0
Hotelera,Andalucía,Total,Viajero,2026-01-01,1025466.0
Hotelera,Andalucía,Total,Viajero,2025-12-01,1196892.0
Hotelera,Andalucía,Total,Viajero,2025-11-01,1306347.0
Hotelera,Andalucía,Total,Viajero,2025-10-01,1903645.0
Hotelera,Andalucía,Total,Viajero,2025-09-01,2055612.0
Hotelera,Andalucía,Total,Viajero,2025-08-01,2287040.0
Hotelera,Andalucía,Total,Viajero,2025-07-01,2118987.0
Hotelera,Andalucía,Total,Viajero,2025-06-01,2052030.0
Hotelera,Andalucía,Total,Viajero,2025-05-01,2026477.0
Hotelera,Andalucía,Total,Viajero,2025-04-01,1847225.0
Hotelera,Andalucía,Total,Viajero,2025-03-01,1370955.0
Hotelera,Andalucía,Total,Viajero,2025-02-01,1210103.0
Hotelera,Andalucía,Total,Viajero,2025-01-01,995404.0
Hotelera,Andalucía,Total,Viajero,2024-12-01,1108517.0
Hotelera,Andalucía,Total,Viajero,2024-11-01,1269391.0
Hotelera,Andalucía,Total,Viajero,2024-10-01,1835740.0
Hotelera,Andalucía,Total,Viajero,2024-09-01,2013198.0
Hotelera,Andalucía,Total,Viajero,2024-08-01,2208915.0
Hotelera,Andalucía,Total,Viajero,2024-07-01,2010321.0
Hotelera,Andalucía,Total,Viajero,2024-06-01,2011395.0
Hotelera,Andalucía,Total,Viajero,2024-05-01,2085222.0
Hotelera,Andalucía,Total,Viajero,2024-04-01,1853668.0
Hotelera,Andalucía,Total,Viajero,2024-03-01,1595826.0
Hotelera,Andalucía,Total,Viajero,2024-02-01,1258294.0
Hotelera,Andalucía,Total,Viajero,2024-01-01,1041007.0
Hotelera,Andalucía,Total,Viajero,2023-12-01,1170078.0
Hotelera,Andalucía,Total,Viajero,2023-11-01,1239122.0
Hotelera,Andalucía,Total,Viajero,2023-10-01,1873526.0
Hotelera,Andalucía,Total,Viajero,2023-09-01,2025500.0
Hotelera,Andalucía,Total,Viajero,2023-08-01,2267920.0
Hotelera,Andalucía,Total,Viajero,2023-07-01,2114842.0
Hotelera,Andalucía,Total,Viajero,2023-06-01,1959976.0
Hotelera,Andalucía,Total,Viajero,2023-05-01,1883648.0
Hotelera,Andalucía,Total,Viajero,2023-04-01,1852962.0
Hotelera,Andalucía,Total,Viajero,2023-03-01,1418975.0
Hotelera,Andalucía,Total,Viajero,2023-02-01,1123345.0
Hotelera,Andalucía,Total,Viajero,2023-01-01,954691.0
Hotelera,Andalucía,Total,Viajero,2022-12-01,1007743.0
Hotelera,Andalucía,Total,Viajero,2022-11-01,1084818.0
Hotelera,Andalucía,Total,Viajero,2022-10-01,1685566.0
Hotelera,Andalucía,Total,Viajero,2022-09-01,1980050.0
Hotelera,Andalucía,Total,Viajero,2022-08-01,2172087.0
Hotelera,Andalucía,Total,Viajero,2022-07-01,2076997.0
Hotelera,Andalucía,Total,Viajero,2022-06-01,1947800.0
Hotelera,Andalucía,Total,Viajero,2022-05-01,1833026.0
Hotelera,Andalucía,Total,Viajero,2022-04-01,1670249.0
Hotelera,Andalucía,Total,Viajero,2022-03-01,1147658.0
Hotelera,Andalucía,Total,Viajero,2022-02-01,989820.0
Hotelera,Andalucía,Total,Viajero,2022-01-01,694614.0
Hotelera,Andalucía,Total,Viajero,2021-12-01,846378.0
Hotelera,Andalucía,Total,Viajero,2021-11-01,966910.0
Hotelera,Andalucía,Total,Viajero,2021-10-01,1430459.0
Hotelera,Andalucía,Total,Viajero,2021-09-01,1579073.0
Hotelera,Andalucía,Total,Viajero,2021-08-01,1934752.0
Hotelera,Andalucía,Total,Viajero,2021-07-01,1685423.0
Hotelera,Andalucía,Total,Viajero,2021-06-01,1197179.0
Hotelera,Andalucía,Total,Viajero,2021-05-01,670345.0
Hotelera,Andalucía,Total,Viajero,2021-04-01,304931.0
Hotelera,Andalucía,Total,Viajero,2021-03-01,279657.0
Hotelera,Andalucía,Total,Viajero,2021-02-01,189027.0
Hotelera,Andalucía,Total,Viajero,2021-01-01,198498.0
Hotelera,Andalucía,Total,Viajero,2020-12-01,219845.0
Hotelera,Andalucía,Total,Viajero,2020-11-01,171612.0
Hotelera,Andalucía,Total,Viajero,2020-10-01,494570.0
Hotelera,Andalucía,Total,Viajero,2020-09-01,735322.0
Hotelera,Andalucía,Total,Viajero,2020-08-01,1210492.0
Hotelera,Andalucía,Total,Viajero,2020-07-01,919612.0
Hotelera,Andalucía,Total,Viajero,2020-06-01,212684.0
Hotelera,Andalucía,Total,Viajero,2020-05-01,14468.0
Hotelera,Andalucía,Total,Viajero,2020-04-01,0.0
Hotelera,Andalucía,Total,Viajero,2020-03-01,570044.0
Hotelera,Aragón,Total,Viajero,2026-01-01,186324.0
Hotelera,Aragón,Total,Viajero,2025-12-01,217273.0
Hotelera,Aragón,Total,Viajero,2025-11-01,200792.0
Hotelera,Aragón,Total,Viajero,2025-10-01,269713.0
Hotelera,Aragón,Total,Viajero,2025-09-01,290172.0
Hotelera,Aragón,Total,Viajero,2025-08-01,368007.0
Hotelera,Aragón,Total,Viajero,2025-07-01,299878.0
Hotelera,Aragón,Total,Viajero,2025-06-01,266408.0
Hotelera,Aragón,Total,Viajero,2025-05-01,263532.0
Hotelera,Aragón,Total,Viajero,2025-04-01,250730.0
Hotelera,Aragón,Total,Viajero,2025-03-01,223681.0
Hotelera,Aragón,Total,Viajero,2025-02-01,217078.0
Hotelera,Aragón,Total,Viajero,2025-01-01,181284.0
Hotelera,Aragón,Total,Viajero,2024-12-01,206449.0
Hotelera,Aragón,Total,Viajero,2024-11-01,207704.0
Hotelera,Aragón,Total,Viajero,2024-10-01,270671.0
Hotelera,Aragón,Total,Viajero,2024-09-01,274902.0
Hotelera,Aragón,Total,Viajero,2024-08-01,360395.0
Hotelera,Aragón,Total,Viajero,2024-07-01,298120.0
Hotelera,Aragón,Total,Viajero,2024-06-01,267967.0
Hotelera,Aragón,Total,Viajero,2024-05-01,265442.0
Hotelera,Aragón,Total,Viajero,2024-04-01,224184.0
Hotelera,Aragón,Total,Viajero,2024-03-01,266685.0
Hotelera,Aragón,Total,Viajero,2024-02-01,208041.0
Hotelera,Aragón,Total,Viajero,2024-01-01,181165.0
Hotelera,Aragón,Total,Viajero,2023-12-01,206185.0
Hotelera,Aragón,Total,Viajero,2023-11-01,184819.0
Hotelera,Aragón,Total,Viajero,2023-10-01,254261.0
Hotelera,Aragón,Total,Viajero,2023-09-01,269336.0
Hotelera,Aragón,Total,Viajero,2023-08-01,343772.0
Hotelera,Aragón,Total,Viajero,2023-07-01,285961.0
Hotelera,Aragón,Total,Viajero,2023-06-01,239433.0
Hotelera,Aragón,Total,Viajero,2023-05-01,214445.0
Hotelera,Aragón,Total,Viajero,2023-04-01,252862.0
Hotelera,Aragón,Total,Viajero,2023-03-01,216350.0
Hotelera,Aragón,Total,Viajero,2023-02-01,197371.0
Hotelera,Aragón,Total,Viajero,2023-01-01,169047.0
Hotelera,Aragón,Total,Viajero,2022-12-01,190127.0
Hotelera,Aragón,Total,Viajero,2022-11-01,164903.0
Hotelera,Aragón,Total,Viajero,2022-10-01,247503.0
Hotelera,Aragón,Total,Viajero,2022-09-01,261142.0
Hotelera,Aragón,Total,Viajero,2022-08-01,340668.0
Hotelera,Aragón,Total,Viajero,2022-07-01,281784.0
Hotelera,Aragón,Total,Viajero,2022-06-01,234944.0
Hotelera,Aragón,Total,Viajero,2022-05-01,209307.0
Hotelera,Aragón,Total,Viajero,2022-04-01,244498.0
Hotelera,Aragón,Total,Viajero,2022-03-01,187773.0
Hotelera,Aragón,Total,Viajero,2022-02-01,181090.0
Hotelera,Aragón,Total,Viajero,2022-01-01,154769.0
Hotelera,Aragón,Total,Viajero,2021-12-01,174120.0
Hotelera,Aragón,Total,Viajero,2021-11-01,161337.0
Hotelera,Aragón,Total,Viajero,2021-10-01,242103.0
Hotelera,Aragón,Total,Viajero,2021-09-01,242405.0
Hotelera,Aragón,Total,Viajero,2021-08-01,330548.0
Hotelera,Aragón,Total,Viajero,2021-07-01,249070.0
Hotelera,Aragón,Total,Viajero,2021-06-01,160846.0
Hotelera,Aragón,Total,Viajero,2021-05-01,104113.0
Hotelera,Aragón,Total,Viajero,2021-04-01,73741.0
Hotelera,Aragón,Total,Viajero,2021-03-01,64245.0
Hotelera,Aragón,Total,Viajero,2021-02-01,43349.0
Hotelera,Aragón,Total,Viajero,2021-01-01,37935.0
Hotelera,Aragón,Total,Viajero,2020-12-01,40108.0
Hotelera,Aragón,Total,Viajero,2020-11-01,37971.0
Hotelera,Aragón,Total,Viajero,2020-10-01,111992.0
Hotelera,Aragón,Total,Viajero,2020-09-01,140076.0
Hotelera,Aragón,Total,Viajero,2020-08-01,194252.0
Hotelera,Aragón,Total,Viajero,2020-07-01,147406.0
Hotelera,Aragón,Total,Viajero,2020-06-01,44159.0
Hotelera,Aragón,Total,Viajero,2020-05-01,7788.0
Hotelera,Aragón,Total,Viajero,2020-04-01,0.0
Hotelera,Aragón,Total,Viajero,2020-03-01,99648.0
Hotelera,"Asturias, Principado de",Total,Viajero,2026-01-01,74141.0
Hotelera,"Asturias, Principado de",Total,Viajero,2025-12-01,102224.0
Hotelera,"Asturias, Principado de",Total,Viajero,2025-11-01,117149.0
Hotelera,"Asturias, Principado de",Total,Viajero,2025-10-01,169551.0
Hotelera,"Asturias, Principado de",Total,Viajero,2025-09-01,217906.0
Hotelera,"Asturias, Principado de",Total,Viajero,2025-08-01,286710.0
Hotelera,"Asturias, Principado de",Total,Viajero,2025-07-01,255898.0
Hotelera,"Asturias, Principado de",Total,Viajero,2025-06-01,204806.0
Hotelera,"Asturias, Principado de",Total,Viajero,2025-05-01,178540.0
Hotelera,"Asturias, Principado de",Total,Viajero,2025-04-01,159008.0
Hotelera,"Asturias, Principado de",Total,Viajero,2025-03-01,111479.0
Hotelera,"Asturias, Principado de",Total,Viajero,2025-02-01,87532.0
Hotelera,"Asturias, Principado de",Total,Viajero,2025-01-01,77978.0
Hotelera,"Asturias, Principado de",Total,Viajero,2024-12-01,100710.0
Hotelera,"Asturias, Principado de",Total,Viajero,2024-11-01,115502.0
Hotelera,"Asturias, Principado de",Total,Viajero,2024-10-01,173676.0
Hotelera,"Asturias, Principado de",Total,Viajero,2024-09-01,229744.0
Hotelera,"Asturias, Principado de",Total,Viajero,2024-08-01,291579.0
Hotelera,"Asturias, Principado de",Total,Viajero,2024-07-01,255593.0
Hotelera,"Asturias, Principado de",Total,Viajero,2024-06-01,201070.0
Hotelera,"Asturias, Principado de",Total,Viajero,2024-05-01,184952.0
Hotelera,"Asturias, Principado de",Total,Viajero,2024-04-01,145049.0
Hotelera,"Asturias, Principado de",Total,Viajero,2024-03-01,139515.0
Hotelera,"Asturias, Principado de",Total,Viajero,2024-02-01,87370.0
Hotelera,"Asturias, Principado de",Total,Viajero,2024-01-01,79730.0
Hotelera,"Asturias, Principado de",Total,Viajero,2023-12-01,99718.0
Hotelera,"Asturias, Principado de",Total,Viajero,2023-11-01,104376.0
Hotelera,"Asturias, Principado de",Total,Viajero,2023-10-01,179554.0
Hotelera,"Asturias, Principado de",Total,Viajero,2023-09-01,236526.0
Hotelera,"Asturias, Principado de",Total,Viajero,2023-08-01,275162.0
Hotelera,"Asturias, Principado de",Total,Viajero,2023-07-01,256240.0
Hotelera,"Asturias, Principado de",Total,Viajero,2023-06-01,203011.0
Hotelera,"Asturias, Principado de",Total,Viajero,2023-05-01,165341.0
Hotelera,"Asturias, Principado de",Total,Viajero,2023-04-01,172835.0
Hotelera,"Asturias, Principado de",Total,Viajero,2023-03-01,105354.0
Hotelera,"Asturias, Principado de",Total,Viajero,2023-02-01,81250.0
Hotelera,"Asturias, Principado de",Total,Viajero,2023-01-01,68071.0
Hotelera,"Asturias, Principado de",Total,Viajero,2022-12-01,85895.0
Hotelera,"Asturias, Principado de",Total,Viajero,2022-11-01,94412.0
Hotelera,"Asturias, Principado de",Total,Viajero,2022-10-01,161014.0
Hotelera,"Asturias, Principado de",Total,Viajero,2022-09-01,201227.0
Hotelera,"Asturias, Principado de",Total,Viajero,2022-08-01,274811.0
Hotelera,"Asturias, Principado de",Total,Viajero,2022-07-01,242167.0
Hotelera,"Asturias, Principado de",Total,Viajero,2022-06-01,177752.0
Hotelera,"Asturias, Principado de",Total,Viajero,2022-05-01,143685.0
Hotelera,"Asturias, Principado de",Total,Viajero,2022-04-01,138486.0
Hotelera,"Asturias, Principado de",Total,Viajero,2022-03-01,84443.0
Hotelera,"Asturias, Principado de",Total,Viajero,2022-02-01,71141.0
Hotelera,"Asturias, Principado de",Total,Viajero,2022-01-01,55447.0
Hotelera,"Asturias, Principado de",Total,Viajero,2021-12-01,78371.0
Hotelera,"Asturias, Principado de",Total,Viajero,2021-11-01,86192.0
Hotelera,"Asturias, Principado de",Total,Viajero,2021-10-01,160175.0
Hotelera,"Asturias, Principado de",Total,Viajero,2021-09-01,195792.0
Hotelera,"Asturias, Principado de",Total,Viajero,2021-08-01,279921.0
Hotelera,"Asturias, Principado de",Total,Viajero,2021-07-01,226256.0
Hotelera,"Asturias, Principado de",Total,Viajero,2021-06-01,115496.0
Hotelera,"Asturias, Principado de",Total,Viajero,2021-05-01,57485.0
Hotelera,"Asturias, Principado de",Total,Viajero,2021-04-01,24039.0
Hotelera,"Asturias, Principado de",Total,Viajero,2021-03-01,22056.0
Hotelera,"Asturias, Principado de",Total,Viajero,2021-02-01,14992.0
Hotelera,"Asturias, Principado de",Total,Viajero,2021-01-01,15411.0
Hotelera,"Asturias, Principado de",Total,Viajero,2020-12-01,14588.0
Hotelera,"Asturias, Principado de",Total,Viajero,2020-11-01,11924.0
Hotelera,"Asturias, Principado de",Total,Viajero,2020-10-01,63277.0
Hotelera,"Asturias, Principado de",Total,Viajero,2020-09-01,126640.0
Hotelera,"Asturias, Principado de",Total,Viajero,2020-08-01,234956.0
Hotelera,"Asturias, Principado de",Total,Viajero,2020-07-01,177341.0
Hotelera,"Asturias, Principado de",Total,Viajero,2020-06-01,28131.0
Hotelera,"Asturias, Principado de",Total,Viajero,2020-05-01,3657.0
Hotelera,"Asturias, Principado de",Total,Viajero,2020-04-01,0.0
Hotelera,"Asturias, Principado de",Total,Viajero,2020-03-01,32867.0
Hotelera,"Balears, Illes",Total,Viajero,2026-01-01,83753.0
Hotelera,"Balears, Illes",Total,Viajero,2025-12-01,104589.0
Hotelera,"Balears, Illes",Total,Viajero,2025-11-01,139514.0
Hotelera,"Balears, Illes",Total,Viajero,2025-10-01,1298471.0
Hotelera,"Balears, Illes",Total,Viajero,2025-09-01,1831184.0
Hotelera,"Balears, Illes",Total,Viajero,2025-08-01,2058841.0
Hotelera,"Balears, Illes",Total,Viajero,2025-07-01,2036446.0
Hotelera,"Balears, Illes",Total,Viajero,2025-06-01,1887685.0
Hotelera,"Balears, Illes",Total,Viajero,2025-05-01,1705037.0
Hotelera,"Balears, Illes",Total,Viajero,2025-04-01,803616.0
Hotelera,"Balears, Illes",Total,Viajero,2025-03-01,333877.0
Hotelera,"Balears, Illes",Total,Viajero,2025-02-01,167349.0
Hotelera,"Balears, Illes",Total,Viajero,2025-01-01,72305.0
Hotelera,"Balears, Illes",Total,Viajero,2024-12-01,102526.0
Hotelera,"Balears, Illes",Total,Viajero,2024-11-01,121271.0
Hotelera,"Balears, Illes",Total,Viajero,2024-10-01,1360646.0
Hotelera,"Balears, Illes",Total,Viajero,2024-09-01,1741692.0
Hotelera,"Balears, Illes",Total,Viajero,2024-08-01,2093220.0
Hotelera,"Balears, Illes",Total,Viajero,2024-07-01,2022788.0
Hotelera,"Balears, Illes",Total,Viajero,2024-06-01,1859985.0
Hotelera,"Balears, Illes",Total,Viajero,2024-05-01,1747086.0
Hotelera,"Balears, Illes",Total,Viajero,2024-04-01,761737.0
Hotelera,"Balears, Illes",Total,Viajero,2024-03-01,375281.0
Hotelera,"Balears, Illes",Total,Viajero,2024-02-01,148843.0
Hotelera,"Balears, Illes",Total,Viajero,2024-01-01,69271.0
Hotelera,"Balears, Illes",Total,Viajero,2023-12-01,87937.0
Hotelera,"Balears, Illes",Total,Viajero,2023-11-01,113029.0
Hotelera,"Balears, Illes",Total,Viajero,2023-10-01,1189276.0
Hotelera,"Balears, Illes",Total,Viajero,2023-09-01,1691128.0
Hotelera,"Balears, Illes",Total,Viajero,2023-08-01,1979182.0
Hotelera,"Balears, Illes",Total,Viajero,2023-07-01,1972703.0
Hotelera,"Balears, Illes",Total,Viajero,2023-06-01,1814007.0
Hotelera,"Balears, Illes",Total,Viajero,2023-05-01,1492772.0
Hotelera,"Balears, Illes",Total,Viajero,2023-04-01,766096.0
Hotelera,"Balears, Illes",Total,Viajero,2023-03-01,230407.0
Hotelera,"Balears, Illes",Total,Viajero,2023-02-01,124782.0
Hotelera,"Balears, Illes",Total,Viajero,2023-01-01,75909.0
Hotelera,"Balears, Illes",Total,Viajero,2022-12-01,80696.0
Hotelera,"Balears, Illes",Total,Viajero,2022-11-01,111194.0
Hotelera,"Balears, Illes",Total,Viajero,2022-10-01,1072128.0
Hotelera,"Balears, Illes",Total,Viajero,2022-09-01,1618513.0
Hotelera,"Balears, Illes",Total,Viajero,2022-08-01,1954444.0
Hotelera,"Balears, Illes",Total,Viajero,2022-07-01,1904858.0
Hotelera,"Balears, Illes",Total,Viajero,2022-06-01,1742424.0
Hotelera,"Balears, Illes",Total,Viajero,2022-05-01,1378649.0
Hotelera,"Balears, Illes",Total,Viajero,2022-04-01,627500.0
Hotelera,"Balears, Illes",Total,Viajero,2022-03-01,202457.0
Hotelera,"Balears, Illes",Total,Viajero,2022-02-01,92624.0
Hotelera,"Balears, Illes",Total,Viajero,2022-01-01,42131.0
Hotelera,"Balears, Illes",Total,Viajero,2021-12-01,57392.0
Hotelera,"Balears, Illes",Total,Viajero,2021-11-01,88317.0
Hotelera,"Balears, Illes",Total,Viajero,2021-10-01,761539.0
Hotelera,"Balears, Illes",Total,Viajero,2021-09-01,1004077.0
Hotelera,"Balears, Illes",Total,Viajero,2021-08-01,1176822.0
Hotelera,"Balears, Illes",Total,Viajero,2021-07-01,1055103.0
Hotelera,"Balears, Illes",Total,Viajero,2021-06-01,587951.0
Hotelera,"Balears, Illes",Total,Viajero,2021-05-01,220486.0
Hotelera,"Balears, Illes",Total,Viajero,2021-04-01,73347.0
Hotelera,"Balears, Illes",Total,Viajero,2021-03-01,31237.0
Hotelera,"Balears, Illes",Total,Viajero,2021-02-01,14724.0
Hotelera,"Balears, Illes",Total,Viajero,2021-01-01,11383.0
Hotelera,"Balears, Illes",Total,Viajero,2020-12-01,18997.0
Hotelera,"Balears, Illes",Total,Viajero,2020-11-01,23073.0
Hotelera,"Balears, Illes",Total,Viajero,2020-10-01,65438.0
Hotelera,"Balears, Illes",Total,Viajero,2020-09-01,162409.0
Hotelera,"Balears, Illes",Total,Viajero,2020-08-01,466211.0
Hotelera,"Balears, Illes",Total,Viajero,2020-07-01,369051.0
Hotelera,"Balears, Illes",Total,Viajero,2020-06-01,23769.0
Hotelera,"Balears, Illes",Total,Viajero,2020-05-01,2037.0
Hotelera,"Balears, Illes",Total,Viajero,2020-04-01,0.0
Hotelera,"Balears, Illes",Total,Viajero,2020-03-01,82107.0
Hotelera,Canarias,Total,Viajero,2026-01-01,913820.0
Hotelera,Canarias,Total,Viajero,2025-12-01,900914.0
Hotelera,Canarias,Total,Viajero,2025-11-01,929504.0
Hotelera,Canarias,Total,Viajero,2025-10-01,988326.0
Hotelera,Canarias,Total,Viajero,2025-09-01,888157.0
Hotelera,Canarias,Total,Viajero,2025-08-01,1056497.0
Hotelera,Canarias,Total,Viajero,2025-07-01,999568.0
Hotelera,Canarias,Total,Viajero,2025-06-01,906249.0
Hotelera,Canarias,Total,Viajero,2025-05-01,889987.0
Hotelera,Canarias,Total,Viajero,2025-04-01,935169.0
Hotelera,Canarias,Total,Viajero,2025-03-01,962639.0
Hotelera,Canarias,Total,Viajero,2025-02-01,924210.0
Hotelera,Canarias,Total,Viajero,2025-01-01,906651.0
Hotelera,Canarias,Total,Viajero,2024-12-01,908820.0
Hotelera,Canarias,Total,Viajero,2024-11-01,921709.0
Hotelera,Canarias,Total,Viajero,2024-10-01,985132.0
Hotelera,Canarias,Total,Viajero,2024-09-01,893661.0
Hotelera,Canarias,Total,Viajero,2024-08-01,1011021.0
Hotelera,Canarias,Total,Viajero,2024-07-01,955531.0
Hotelera,Canarias,Total,Viajero,2024-06-01,900110.0
Hotelera,Canarias,Total,Viajero,2024-05-01,870569.0
Hotelera,Canarias,Total,Viajero,2024-04-01,896339.0
Hotelera,Canarias,Total,Viajero,2024-03-01,989449.0
Hotelera,Canarias,Total,Viajero,2024-02-01,900826.0
Hotelera,Canarias,Total,Viajero,2024-01-01,879041.0
Hotelera,Canarias,Total,Viajero,2023-12-01,888582.0
Hotelera,Canarias,Total,Viajero,2023-11-01,869941.0
Hotelera,Canarias,Total,Viajero,2023-10-01,972734.0
Hotelera,Canarias,Total,Viajero,2023-09-01,873547.0
Hotelera,Canarias,Total,Viajero,2023-08-01,973840.0
Hotelera,Canarias,Total,Viajero,2023-07-01,973969.0
Hotelera,Canarias,Total,Viajero,2023-06-01,864669.0
Hotelera,Canarias,Total,Viajero,2023-05-01,825123.0
Hotelera,Canarias,Total,Viajero,2023-04-01,918498.0
Hotelera,Canarias,Total,Viajero,2023-03-01,897084.0
Hotelera,Canarias,Total,Viajero,2023-02-01,827756.0
Hotelera,Canarias,Total,Viajero,2023-01-01,805529.0
Hotelera,Canarias,Total,Viajero,2022-12-01,888503.0
Hotelera,Canarias,Total,Viajero,2022-11-01,817321.0
Hotelera,Canarias,Total,Viajero,2022-10-01,923797.0
Hotelera,Canarias,Total,Viajero,2022-09-01,831470.0
Hotelera,Canarias,Total,Viajero,2022-08-01,976398.0
Hotelera,Canarias,Total,Viajero,2022-07-01,940475.0
Hotelera,Canarias,Total,Viajero,2022-06-01,825172.0
Hotelera,Canarias,Total,Viajero,2022-05-01,789586.0
Hotelera,Canarias,Total,Viajero,2022-04-01,857858.0
Hotelera,Canarias,Total,Viajero,2022-03-01,796835.0
Hotelera,Canarias,Total,Viajero,2022-02-01,704086.0
Hotelera,Canarias,Total,Viajero,2022-01-01,541689.0
Hotelera,Canarias,Total,Viajero,2021-12-01,660625.0
Hotelera,Canarias,Total,Viajero,2021-11-01,721972.0
Hotelera,Canarias,Total,Viajero,2021-10-01,827875.0
Hotelera,Canarias,Total,Viajero,2021-09-01,628768.0
Hotelera,Canarias,Total,Viajero,2021-08-01,711980.0
Hotelera,Canarias,Total,Viajero,2021-07-01,525873.0
Hotelera,Canarias,Total,Viajero,2021-06-01,306707.0
Hotelera,Canarias,Total,Viajero,2021-05-01,212378.0
Hotelera,Canarias,Total,Viajero,2021-04-01,154748.0
Hotelera,Canarias,Total,Viajero,2021-03-01,134020.0
Hotelera,Canarias,Total,Viajero,2021-02-01,96580.0
Hotelera,Canarias,Total,Viajero,2021-01-01,88763.0
