Provincias;Sector económico;Periodo;Total
35 Palmas, Las;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T4;7,3
35 Palmas, Las;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T3;7,2
35 Palmas, Las;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T2;7,3
35 Palmas, Las;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T1;8,7
35 Palmas, Las;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T4;6,8
35 Palmas, Las;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T3;8,7
35 Palmas, Las;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T2;7,1
35 Palmas, Las;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T1;9,0
35 Palmas, Las;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T4;8,1
35 Palmas, Las;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T3;8,0
35 Palmas, Las;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T2;8,4
35 Palmas, Las;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T1;8,5
35 Palmas, Las;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T4;8,0
35 Palmas, Las;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T3;10,4
35 Palmas, Las;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T2;11,7
35 Palmas, Las;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T1;13,7
35 Palmas, Las;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T4;12,9
35 Palmas, Las;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T3;15,8
35 Palmas, Las;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T2;15,8
35 Palmas, Las;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T1;14,7
35 Palmas, Las;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2020T4;12,2
35 Palmas, Las;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2020T3;11,0
36 Pontevedra;Servicios;2025T4;67,7
36 Pontevedra;Servicios;2025T3;69,2
36 Pontevedra;Servicios;2025T2;65,4
36 Pontevedra;Servicios;2025T1;66,8
36 Pontevedra;Servicios;2024T4;65,9
36 Pontevedra;Servicios;2024T3;64,8
36 Pontevedra;Servicios;2024T2;65,7
36 Pontevedra;Servicios;2024T1;63,8
36 Pontevedra;Servicios;2023T4;65,3
36 Pontevedra;Servicios;2023T3;65,8
36 Pontevedra;Servicios;2023T2;67,0
36 Pontevedra;Servicios;2023T1;66,7
36 Pontevedra;Servicios;2022T4;66,3
36 Pontevedra;Servicios;2022T3;65,8
36 Pontevedra;Servicios;2022T2;65,0
36 Pontevedra;Servicios;2022T1;64,6
36 Pontevedra;Servicios;2021T4;63,4
36 Pontevedra;Servicios;2021T3;64,0
36 Pontevedra;Servicios;2021T2;62,5
36 Pontevedra;Servicios;2021T1;62,2
36 Pontevedra;Servicios;2020T4;64,0
36 Pontevedra;Servicios;2020T3;62,9
36 Pontevedra;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T4;3,9
36 Pontevedra;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T3;4,5
36 Pontevedra;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T2;5,1
36 Pontevedra;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T1;4,3
36 Pontevedra;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T4;5,5
36 Pontevedra;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T3;5,2
36 Pontevedra;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T2;5,7
36 Pontevedra;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T1;6,6
36 Pontevedra;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T4;5,7
36 Pontevedra;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T3;5,9
36 Pontevedra;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T2;4,6
36 Pontevedra;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T1;5,3
36 Pontevedra;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T4;5,7
36 Pontevedra;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T3;5,9
36 Pontevedra;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T2;6,3
36 Pontevedra;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T1;6,6
36 Pontevedra;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T4;6,9
36 Pontevedra;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T3;7,0
36 Pontevedra;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T2;8,2
36 Pontevedra;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T1;7,8
36 Pontevedra;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2020T4;6,8
36 Pontevedra;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2020T3;7,1
26 Rioja, La;Servicios;2025T4;60,6
26 Rioja, La;Servicios;2025T3;58,3
26 Rioja, La;Servicios;2025T2;57,7
26 Rioja, La;Servicios;2025T1;58,7
26 Rioja, La;Servicios;2024T4;58,2
26 Rioja, La;Servicios;2024T3;56,6
26 Rioja, La;Servicios;2024T2;56,9
26 Rioja, La;Servicios;2024T1;58,3
26 Rioja, La;Servicios;2023T4;56,6
26 Rioja, La;Servicios;2023T3;57,4
26 Rioja, La;Servicios;2023T2;56,4
26 Rioja, La;Servicios;2023T1;55,9
26 Rioja, La;Servicios;2022T4;56,3
26 Rioja, La;Servicios;2022T3;56,0
26 Rioja, La;Servicios;2022T2;56,4
26 Rioja, La;Servicios;2022T1;56,5
26 Rioja, La;Servicios;2021T4;57,7
26 Rioja, La;Servicios;2021T3;57,1
26 Rioja, La;Servicios;2021T2;57,4
26 Rioja, La;Servicios;2021T1;59,7
26 Rioja, La;Servicios;2020T4;59,7
26 Rioja, La;Servicios;2020T3;60,6
26 Rioja, La;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T4;3,4
26 Rioja, La;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T3;3,5
26 Rioja, La;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T2;3,2
26 Rioja, La;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T1;3,1
26 Rioja, La;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T4;4,1
26 Rioja, La;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T3;5,1
26 Rioja, La;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T2;4,0
26 Rioja, La;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T1;4,0
26 Rioja, La;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T4;3,6
26 Rioja, La;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T3;3,9
26 Rioja, La;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T2;3,2
26 Rioja, La;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T1;4,2
26 Rioja, La;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T4;3,6
26 Rioja, La;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T3;3,3
26 Rioja, La;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T2;4,6
26 Rioja, La;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T1;4,6
26 Rioja, La;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T4;5,5
26 Rioja, La;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T3;5,8
26 Rioja, La;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T2;6,1
26 Rioja, La;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T1;4,2
26 Rioja, La;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2020T4;4,1
26 Rioja, La;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2020T3;4,5
37 Salamanca;Servicios;2025T4;74,1
37 Salamanca;Servicios;2025T3;73,2
37 Salamanca;Servicios;2025T2;72,9
37 Salamanca;Servicios;2025T1;75,1
37 Salamanca;Servicios;2024T4;73,3
37 Salamanca;Servicios;2024T3;72,9
37 Salamanca;Servicios;2024T2;72,8
37 Salamanca;Servicios;2024T1;71,9
37 Salamanca;Servicios;2023T4;73,4
37 Salamanca;Servicios;2023T3;71,0
37 Salamanca;Servicios;2023T2;71,4
37 Salamanca;Servicios;2023T1;73,8
37 Salamanca;Servicios;2022T4;72,2
37 Salamanca;Servicios;2022T3;72,3
37 Salamanca;Servicios;2022T2;70,3
37 Salamanca;Servicios;2022T1;69,2
37 Salamanca;Servicios;2021T4;69,7
37 Salamanca;Servicios;2021T3;70,3
37 Salamanca;Servicios;2021T2;68,2
37 Salamanca;Servicios;2021T1;67,5
37 Salamanca;Servicios;2020T4;70,3
37 Salamanca;Servicios;2020T3;71,5
37 Salamanca;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T4;4,9
37 Salamanca;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T3;4,3
37 Salamanca;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T2;4,3
37 Salamanca;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T1;2,7
37 Salamanca;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T4;6,0
37 Salamanca;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T3;6,6
37 Salamanca;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T2;5,2
37 Salamanca;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T1;5,8
37 Salamanca;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T4;5,3
37 Salamanca;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T3;7,0
37 Salamanca;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T2;5,7
37 Salamanca;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T1;5,6
37 Salamanca;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T4;6,3
37 Salamanca;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T3;5,0
37 Salamanca;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T2;5,7
37 Salamanca;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T1;6,1
37 Salamanca;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T4;6,1
37 Salamanca;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T3;7,8
37 Salamanca;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T2;8,1
37 Salamanca;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T1;9,5
37 Salamanca;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2020T4;8,5
37 Salamanca;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2020T3;5,3
38 Santa Cruz de Tenerife;Servicios;2025T4;81,8
38 Santa Cruz de Tenerife;Servicios;2025T3;80,6
38 Santa Cruz de Tenerife;Servicios;2025T2;82,2
38 Santa Cruz de Tenerife;Servicios;2025T1;81,0
38 Santa Cruz de Tenerife;Servicios;2024T4;81,8
38 Santa Cruz de Tenerife;Servicios;2024T3;80,1
38 Santa Cruz de Tenerife;Servicios;2024T2;78,7
38 Santa Cruz de Tenerife;Servicios;2024T1;80,0
38 Santa Cruz de Tenerife;Servicios;2023T4;78,3
38 Santa Cruz de Tenerife;Servicios;2023T3;78,3
38 Santa Cruz de Tenerife;Servicios;2023T2;76,5
38 Santa Cruz de Tenerife;Servicios;2023T1;77,6
38 Santa Cruz de Tenerife;Servicios;2022T4;77,5
38 Santa Cruz de Tenerife;Servicios;2022T3;76,4
38 Santa Cruz de Tenerife;Servicios;2022T2;76,7
38 Santa Cruz de Tenerife;Servicios;2022T1;74,6
38 Santa Cruz de Tenerife;Servicios;2021T4;72,2
38 Santa Cruz de Tenerife;Servicios;2021T3;68,8
38 Santa Cruz de Tenerife;Servicios;2021T2;70,5
38 Santa Cruz de Tenerife;Servicios;2021T1;74,7
38 Santa Cruz de Tenerife;Servicios;2020T4;74,0
38 Santa Cruz de Tenerife;Servicios;2020T3;74,8
38 Santa Cruz de Tenerife;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T4;5,8
38 Santa Cruz de Tenerife;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T3;6,9
38 Santa Cruz de Tenerife;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T2;5,3
38 Santa Cruz de Tenerife;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T1;7,1
38 Santa Cruz de Tenerife;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T4;6,6
38 Santa Cruz de Tenerife;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T3;7,2
38 Santa Cruz de Tenerife;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T2;7,7
38 Santa Cruz de Tenerife;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T1;8,0
38 Santa Cruz de Tenerife;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T4;9,1
38 Santa Cruz de Tenerife;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T3;7,8
38 Santa Cruz de Tenerife;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T2;9,2
38 Santa Cruz de Tenerife;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T1;10,0
38 Santa Cruz de Tenerife;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T4;9,8
38 Santa Cruz de Tenerife;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T3;10,5
38 Santa Cruz de Tenerife;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T2;11,5
38 Santa Cruz de Tenerife;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T1;11,9
38 Santa Cruz de Tenerife;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T4;13,6
38 Santa Cruz de Tenerife;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T3;16,2
38 Santa Cruz de Tenerife;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T2;16,2
38 Santa Cruz de Tenerife;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T1;12,9
38 Santa Cruz de Tenerife;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2020T4;11,8
38 Santa Cruz de Tenerife;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2020T3;12,6
40 Segovia;Servicios;2025T4;64,8
40 Segovia;Servicios;2025T3;62,6
40 Segovia;Servicios;2025T2;64,1
40 Segovia;Servicios;2025T1;64,5
40 Segovia;Servicios;2024T4;65,1
40 Segovia;Servicios;2024T3;64,5
40 Segovia;Servicios;2024T2;66,0
40 Segovia;Servicios;2024T1;64,7
40 Segovia;Servicios;2023T4;63,6
40 Segovia;Servicios;2023T3;64,4
40 Segovia;Servicios;2023T2;63,7
40 Segovia;Servicios;2023T1;58,3
40 Segovia;Servicios;2022T4;59,9
40 Segovia;Servicios;2022T3;60,3
40 Segovia;Servicios;2022T2;63,0
40 Segovia;Servicios;2022T1;63,5
40 Segovia;Servicios;2021T4;65,2
40 Segovia;Servicios;2021T3;64,8
40 Segovia;Servicios;2021T2;64,6
40 Segovia;Servicios;2021T1;65,1
40 Segovia;Servicios;2020T4;61,7
40 Segovia;Servicios;2020T3;61,8
40 Segovia;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T4;3,0
40 Segovia;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T3;2,6
40 Segovia;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T2;2,1
40 Segovia;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T1;0,9
40 Segovia;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T4;2,2
40 Segovia;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T3;1,3
40 Segovia;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T2;2,1
40 Segovia;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T1;2,3
40 Segovia;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T4;4,0
40 Segovia;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T3;4,4
40 Segovia;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T2;2,9
40 Segovia;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T1;3,8
40 Segovia;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T4;4,6
40 Segovia;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T3;5,3
40 Segovia;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T2;4,1
40 Segovia;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T1;3,9
40 Segovia;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T4;4,9
40 Segovia;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T3;4,7
40 Segovia;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T2;5,7
40 Segovia;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T1;4,2
40 Segovia;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2020T4;4,3
40 Segovia;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2020T3;3,6
41 Sevilla;Servicios;2025T4;72,0
41 Sevilla;Servicios;2025T3;73,9
41 Sevilla;Servicios;2025T2;73,1
41 Sevilla;Servicios;2025T1;72,7
41 Sevilla;Servicios;2024T4;71,9
41 Sevilla;Servicios;2024T3;73,1
41 Sevilla;Servicios;2024T2;72,9
41 Sevilla;Servicios;2024T1;75,0
41 Sevilla;Servicios;2023T4;73,4
41 Sevilla;Servicios;2023T3;73,9
41 Sevilla;Servicios;2023T2;73,6
41 Sevilla;Servicios;2023T1;72,2
41 Sevilla;Servicios;2022T4;71,5
41 Sevilla;Servicios;2022T3;71,1
41 Sevilla;Servicios;2022T2;71,4
41 Sevilla;Servicios;2022T1;71,0
41 Sevilla;Servicios;2021T4;67,9
41 Sevilla;Servicios;2021T3;68,6
41 Sevilla;Servicios;2021T2;67,7
41 Sevilla;Servicios;2021T1;67,7
41 Sevilla;Servicios;2020T4;67,1
41 Sevilla;Servicios;2020T3;68,0
41 Sevilla;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T4;5,3
41 Sevilla;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T3;5,7
41 Sevilla;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T2;6,9
41 Sevilla;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T1;6,5
41 Sevilla;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T4;7,5
41 Sevilla;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T3;6,7
41 Sevilla;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T2;7,5
41 Sevilla;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T1;6,1
41 Sevilla;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T4;7,0
41 Sevilla;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T3;7,5
41 Sevilla;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T2;8,5
41 Sevilla;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T1;7,7
41 Sevilla;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T4;7,8
41 Sevilla;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T3;8,7
41 Sevilla;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T2;9,3
41 Sevilla;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T1;9,5
41 Sevilla;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T4;11,3
41 Sevilla;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T3;11,7
41 Sevilla;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T2;12,2
41 Sevilla;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T1;11,3
41 Sevilla;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2020T4;10,7
41 Sevilla;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2020T3;9,6
42 Soria;Servicios;2025T4;60,3
42 Soria;Servicios;2025T3;57,9
42 Soria;Servicios;2025T2;61,3
42 Soria;Servicios;2025T1;64,5
42 Soria;Servicios;2024T4;61,0
42 Soria;Servicios;2024T3;61,1
42 Soria;Servicios;2024T2;62,4
42 Soria;Servicios;2024T1;59,8
42 Soria;Servicios;2023T4;58,9
42 Soria;Servicios;2023T3;55,5
42 Soria;Servicios;2023T2;55,0
42 Soria;Servicios;2023T1;55,1
42 Soria;Servicios;2022T4;61,0
42 Soria;Servicios;2022T3;60,5
42 Soria;Servicios;2022T2;61,7
42 Soria;Servicios;2022T1;62,3
42 Soria;Servicios;2021T4;63,3
42 Soria;Servicios;2021T3;64,0
42 Soria;Servicios;2021T2;58,9
42 Soria;Servicios;2021T1;59,8
42 Soria;Servicios;2020T4;60,7
42 Soria;Servicios;2020T3;62,4
42 Soria;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T4;2,6
42 Soria;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T3;3,6
42 Soria;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T2;2,7
42 Soria;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T1;1,9
42 Soria;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T4;0,8
42 Soria;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T3;2,6
42 Soria;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T2;2,1
42 Soria;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T1;3,3
42 Soria;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T4;2,9
42 Soria;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T3;3,7
42 Soria;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T2;3,2
42 Soria;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T1;3,4
42 Soria;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T4;1,9
42 Soria;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T3;2,8
42 Soria;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T2;2,8
42 Soria;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T1;3,3
42 Soria;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T4;3,6
42 Soria;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T3;3,6
42 Soria;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T2;6,2
42 Soria;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T1;3,4
42 Soria;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2020T4;2,9
42 Soria;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2020T3;2,9
43 Tarragona;Servicios;2025T4;65,8
43 Tarragona;Servicios;2025T3;65,8
43 Tarragona;Servicios;2025T2;66,9
43 Tarragona;Servicios;2025T1;67,6
43 Tarragona;Servicios;2024T4;68,9
43 Tarragona;Servicios;2024T3;67,7
43 Tarragona;Servicios;2024T2;68,5
43 Tarragona;Servicios;2024T1;67,3
43 Tarragona;Servicios;2023T4;64,1
43 Tarragona;Servicios;2023T3;67,4
43 Tarragona;Servicios;2023T2;67,7
43 Tarragona;Servicios;2023T1;66,9
43 Tarragona;Servicios;2022T4;65,1
43 Tarragona;Servicios;2022T3;68,0
43 Tarragona;Servicios;2022T2;65,2
43 Tarragona;Servicios;2022T1;64,8
43 Tarragona;Servicios;2021T4;65,3
43 Tarragona;Servicios;2021T3;68,5
43 Tarragona;Servicios;2021T2;66,7
43 Tarragona;Servicios;2021T1;66,2
43 Tarragona;Servicios;2020T4;65,4
43 Tarragona;Servicios;2020T3;67,9
43 Tarragona;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T4;3,5
43 Tarragona;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T3;4,7
43 Tarragona;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T2;4,9
43 Tarragona;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T1;5,2
43 Tarragona;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T4;4,7
43 Tarragona;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T3;5,4
43 Tarragona;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T2;4,7
43 Tarragona;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T1;5,5
43 Tarragona;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T4;7,2
43 Tarragona;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T3;5,7
43 Tarragona;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T2;3,8
43 Tarragona;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T1;4,3
43 Tarragona;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T4;6,0
43 Tarragona;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T3;5,8
43 Tarragona;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T2;6,1
43 Tarragona;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T1;5,9
43 Tarragona;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T4;7,0
43 Tarragona;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T3;6,6
43 Tarragona;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T2;8,3
43 Tarragona;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T1;8,8
43 Tarragona;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2020T4;8,2
43 Tarragona;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2020T3;6,8
44 Teruel;Servicios;2025T4;57,8
44 Teruel;Servicios;2025T3;57,2
44 Teruel;Servicios;2025T2;57,1
44 Teruel;Servicios;2025T1;57,2
44 Teruel;Servicios;2024T4;59,1
44 Teruel;Servicios;2024T3;60,7
44 Teruel;Servicios;2024T2;59,6
44 Teruel;Servicios;2024T1;61,3
44 Teruel;Servicios;2023T4;63,1
44 Teruel;Servicios;2023T3;61,0
44 Teruel;Servicios;2023T2;62,0
44 Teruel;Servicios;2023T1;61,1
