Operación	Total Nacional	Comunidades y Ciudades Autónomas	Residencia: Nivel 1	Residencia: Nivel 2	Viajeros y pernoctaciones	Periodo	Total
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	18 Ceuta	Total		Viajero	2023M03	""
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	18 Ceuta	Total		Viajero	2023M02	""
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	18 Ceuta	Total		Viajero	2023M01	""
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	18 Ceuta	Total		Viajero	2022M12	""
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	18 Ceuta	Total		Viajero	2022M11	""
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	18 Ceuta	Total		Viajero	2022M10	""
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	18 Ceuta	Total		Viajero	2022M09	""
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	18 Ceuta	Total		Viajero	2022M08	""
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	18 Ceuta	Total		Viajero	2022M07	""
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	18 Ceuta	Total		Viajero	2022M06	""
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	18 Ceuta	Total		Viajero	2022M05	""
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	18 Ceuta	Total		Viajero	2022M04	""
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	18 Ceuta	Total		Viajero	2022M03	""
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	18 Ceuta	Total		Viajero	2022M02	""
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	18 Ceuta	Total		Viajero	2022M01	""
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	18 Ceuta	Total		Viajero	2021M12	""
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	18 Ceuta	Total		Viajero	2021M11	""
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	18 Ceuta	Total		Viajero	2021M10	""
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	18 Ceuta	Total		Viajero	2021M09	""
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	18 Ceuta	Total		Viajero	2021M08	""
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	18 Ceuta	Total		Viajero	2021M07	""
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	18 Ceuta	Total		Viajero	2021M06	""
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	18 Ceuta	Total		Viajero	2021M05	""
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	18 Ceuta	Total		Viajero	2021M04	""
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	18 Ceuta	Total		Viajero	2021M03	""
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	18 Ceuta	Total		Viajero	2021M02	""
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	18 Ceuta	Total		Viajero	2021M01	""
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	18 Ceuta	Total		Viajero	2020M12	""
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	18 Ceuta	Total		Viajero	2020M11	""
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	18 Ceuta	Total		Viajero	2020M10	""
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	18 Ceuta	Total		Viajero	2020M09	""
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	18 Ceuta	Total		Viajero	2020M08	""
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	18 Ceuta	Total		Viajero	2020M07	""
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	18 Ceuta	Total		Viajero	2020M06	""
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	18 Ceuta	Total		Viajero	2020M05	""
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	18 Ceuta	Total		Viajero	2020M04	""
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	18 Ceuta	Total		Viajero	2020M03	""
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	19 Melilla	Total		Viajero	2026M01	""
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	19 Melilla	Total		Viajero	2025M12	""
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	19 Melilla	Total		Viajero	2025M11	""
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	19 Melilla	Total		Viajero	2025M10	""
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	19 Melilla	Total		Viajero	2025M09	""
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	19 Melilla	Total		Viajero	2025M08	""
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	19 Melilla	Total		Viajero	2025M07	""
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	19 Melilla	Total		Viajero	2025M06	""
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	19 Melilla	Total		Viajero	2025M05	""
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	19 Melilla	Total		Viajero	2025M04	""
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	19 Melilla	Total		Viajero	2025M03	""
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	19 Melilla	Total		Viajero	2025M02	""
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	19 Melilla	Total		Viajero	2025M01	""
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	19 Melilla	Total		Viajero	2024M12	""
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	19 Melilla	Total		Viajero	2024M11	""
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	19 Melilla	Total		Viajero	2024M10	""
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	19 Melilla	Total		Viajero	2024M09	""
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	19 Melilla	Total		Viajero	2024M08	""
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	19 Melilla	Total		Viajero	2024M07	""
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	19 Melilla	Total		Viajero	2024M06	""
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	19 Melilla	Total		Viajero	2024M05	""
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	19 Melilla	Total		Viajero	2024M04	""
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	19 Melilla	Total		Viajero	2024M03	""
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	19 Melilla	Total		Viajero	2024M02	""
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	19 Melilla	Total		Viajero	2024M01	""
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	19 Melilla	Total		Viajero	2023M12	""
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	19 Melilla	Total		Viajero	2023M11	""
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	19 Melilla	Total		Viajero	2023M10	""
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	19 Melilla	Total		Viajero	2023M09	""
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	19 Melilla	Total		Viajero	2023M08	""
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	19 Melilla	Total		Viajero	2023M07	""
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	19 Melilla	Total		Viajero	2023M06	""
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	19 Melilla	Total		Viajero	2023M05	""
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	19 Melilla	Total		Viajero	2023M04	""
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	19 Melilla	Total		Viajero	2023M03	""
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	19 Melilla	Total		Viajero	2023M02	""
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	19 Melilla	Total		Viajero	2023M01	""
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	19 Melilla	Total		Viajero	2022M12	""
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	19 Melilla	Total		Viajero	2022M11	""
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	19 Melilla	Total		Viajero	2022M10	""
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	19 Melilla	Total		Viajero	2022M09	""
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	19 Melilla	Total		Viajero	2022M08	""
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	19 Melilla	Total		Viajero	2022M07	""
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	19 Melilla	Total		Viajero	2022M06	""
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	19 Melilla	Total		Viajero	2022M05	""
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	19 Melilla	Total		Viajero	2022M04	""
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	19 Melilla	Total		Viajero	2022M03	""
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	19 Melilla	Total		Viajero	2022M02	""
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	19 Melilla	Total		Viajero	2022M01	""
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	19 Melilla	Total		Viajero	2021M12	""
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	19 Melilla	Total		Viajero	2021M11	""
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	19 Melilla	Total		Viajero	2021M10	""
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	19 Melilla	Total		Viajero	2021M09	""
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	19 Melilla	Total		Viajero	2021M08	""
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	19 Melilla	Total		Viajero	2021M07	""
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	19 Melilla	Total		Viajero	2021M06	""
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	19 Melilla	Total		Viajero	2021M05	""
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	19 Melilla	Total		Viajero	2021M04	""
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	19 Melilla	Total		Viajero	2021M03	""
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	19 Melilla	Total		Viajero	2021M02	""
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	19 Melilla	Total		Viajero	2021M01	""
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	19 Melilla	Total		Viajero	2020M12	""
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	19 Melilla	Total		Viajero	2020M11	""
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	19 Melilla	Total		Viajero	2020M10	""
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	19 Melilla	Total		Viajero	2020M09	""
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	19 Melilla	Total		Viajero	2020M08	""
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	19 Melilla	Total		Viajero	2020M07	""
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	19 Melilla	Total		Viajero	2020M06	""
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	19 Melilla	Total		Viajero	2020M05	""
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	19 Melilla	Total		Viajero	2020M04	""
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	19 Melilla	Total		Viajero	2020M03	""
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional		Total		Viajero	2026M01	188.740
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional		Total		Viajero	2025M12	328.223
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional		Total		Viajero	2025M11	297.001
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional		Total		Viajero	2025M10	420.941
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional		Total		Viajero	2025M09	470.408
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional		Total		Viajero	2025M08	663.070
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional		Total		Viajero	2025M07	589.861
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional		Total		Viajero	2025M06	472.296
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional		Total		Viajero	2025M05	452.058
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional		Total		Viajero	2025M04	419.981
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional		Total		Viajero	2025M03	281.702
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional		Total		Viajero	2025M02	221.247
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional		Total		Viajero	2025M01	165.499
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional		Total		Viajero	2024M12	323.435
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional		Total		Viajero	2024M11	316.544
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional		Total		Viajero	2024M10	421.806
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional		Total		Viajero	2024M09	485.202
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional		Total		Viajero	2024M08	697.028
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional		Total		Viajero	2024M07	562.003
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional		Total		Viajero	2024M06	457.185
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional		Total		Viajero	2024M05	447.467
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional		Total		Viajero	2024M04	355.281
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional		Total		Viajero	2024M03	363.375
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional		Total		Viajero	2024M02	215.721
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional		Total		Viajero	2024M01	163.395
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional		Total		Viajero	2023M12	347.975
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional		Total		Viajero	2023M11	261.722
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional		Total		Viajero	2023M10	400.646
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional		Total		Viajero	2023M09	481.548
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional		Total		Viajero	2023M08	665.755
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional		Total		Viajero	2023M07	572.210
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional		Total		Viajero	2023M06	437.016
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional		Total		Viajero	2023M05	368.573
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional		Total		Viajero	2023M04	460.666
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional		Total		Viajero	2023M03	268.598
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional		Total		Viajero	2023M02	217.686
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional		Total		Viajero	2023M01	165.458
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional		Total		Viajero	2022M12	314.339
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional		Total		Viajero	2022M11	250.980
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional		Total		Viajero	2022M10	400.062
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional		Total		Viajero	2022M09	439.050
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional		Total		Viajero	2022M08	646.185
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional		Total		Viajero	2022M07	569.042
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional		Total		Viajero	2022M06	412.181
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional		Total		Viajero	2022M05	365.553
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional		Total		Viajero	2022M04	412.860
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional		Total		Viajero	2022M03	227.429
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional		Total		Viajero	2022M02	212.691
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional		Total		Viajero	2022M01	145.193
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional		Total		Viajero	2021M12	288.182
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional		Total		Viajero	2021M11	248.744
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional		Total		Viajero	2021M10	439.833
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional		Total		Viajero	2021M09	425.742
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional		Total		Viajero	2021M08	640.477
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional		Total		Viajero	2021M07	525.007
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional		Total		Viajero	2021M06	318.030
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional		Total		Viajero	2021M05	199.371
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional		Total		Viajero	2021M04	127.464
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional		Total		Viajero	2021M03	99.362
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional		Total		Viajero	2021M02	34.355
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional		Total		Viajero	2021M01	33.313
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional		Total		Viajero	2020M12	85.687
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional		Total		Viajero	2020M11	41.937
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional		Total		Viajero	2020M10	162.686
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional		Total		Viajero	2020M09	259.925
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional		Total		Viajero	2020M08	535.842
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional		Total		Viajero	2020M07	428.995
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional		Total		Viajero	2020M06	116.497
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional		Total		Viajero	2020M05	8.005
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional		Total		Viajero	2020M04	.
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional		Total		Viajero	2020M03	56.332
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	01 Andalucía	Total		Viajero	2026M01	19.398
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	01 Andalucía	Total		Viajero	2025M12	31.790
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	01 Andalucía	Total		Viajero	2025M11	26.620
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	01 Andalucía	Total		Viajero	2025M10	34.061
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	01 Andalucía	Total		Viajero	2025M09	37.643
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	01 Andalucía	Total		Viajero	2025M08	56.044
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	01 Andalucía	Total		Viajero	2025M07	52.486
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	01 Andalucía	Total		Viajero	2025M06	43.665
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	01 Andalucía	Total		Viajero	2025M05	35.271
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	01 Andalucía	Total		Viajero	2025M04	40.582
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	01 Andalucía	Total		Viajero	2025M03	26.904
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	01 Andalucía	Total		Viajero	2025M02	24.922
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	01 Andalucía	Total		Viajero	2025M01	19.971
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	01 Andalucía	Total		Viajero	2024M12	28.924
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	01 Andalucía	Total		Viajero	2024M11	28.971
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	01 Andalucía	Total		Viajero	2024M10	35.290
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	01 Andalucía	Total		Viajero	2024M09	39.170
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	01 Andalucía	Total		Viajero	2024M08	59.505
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	01 Andalucía	Total		Viajero	2024M07	43.419
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	01 Andalucía	Total		Viajero	2024M06	34.805
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	01 Andalucía	Total		Viajero	2024M05	35.002
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	01 Andalucía	Total		Viajero	2024M04	31.982
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	01 Andalucía	Total		Viajero	2024M03	30.546
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	01 Andalucía	Total		Viajero	2024M02	22.027
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	01 Andalucía	Total		Viajero	2024M01	16.044
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	01 Andalucía	Total		Viajero	2023M12	36.213
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	01 Andalucía	Total		Viajero	2023M11	28.266
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	01 Andalucía	Total		Viajero	2023M10	35.089
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	01 Andalucía	Total		Viajero	2023M09	40.884
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	01 Andalucía	Total		Viajero	2023M08	58.424
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	01 Andalucía	Total		Viajero	2023M07	53.171
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	01 Andalucía	Total		Viajero	2023M06	40.495
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	01 Andalucía	Total		Viajero	2023M05	36.318
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	01 Andalucía	Total		Viajero	2023M04	41.386
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	01 Andalucía	Total		Viajero	2023M03	29.395
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	01 Andalucía	Total		Viajero	2023M02	24.576
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	01 Andalucía	Total		Viajero	2023M01	19.771
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	01 Andalucía	Total		Viajero	2022M12	30.528
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	01 Andalucía	Total		Viajero	2022M11	24.285
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	01 Andalucía	Total		Viajero	2022M10	34.801
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	01 Andalucía	Total		Viajero	2022M09	38.216
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	01 Andalucía	Total		Viajero	2022M08	57.281
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	01 Andalucía	Total		Viajero	2022M07	52.010
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	01 Andalucía	Total		Viajero	2022M06	34.402
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	01 Andalucía	Total		Viajero	2022M05	30.951
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	01 Andalucía	Total		Viajero	2022M04	37.771
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	01 Andalucía	Total		Viajero	2022M03	21.331
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	01 Andalucía	Total		Viajero	2022M02	23.814
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	01 Andalucía	Total		Viajero	2022M01	14.510
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	01 Andalucía	Total		Viajero	2021M12	29.410
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	01 Andalucía	Total		Viajero	2021M11	24.505
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	01 Andalucía	Total		Viajero	2021M10	36.498
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	01 Andalucía	Total		Viajero	2021M09	34.456
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	01 Andalucía	Total		Viajero	2021M08	56.538
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	01 Andalucía	Total		Viajero	2021M07	46.103
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	01 Andalucía	Total		Viajero	2021M06	26.814
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	01 Andalucía	Total		Viajero	2021M05	15.915
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	01 Andalucía	Total		Viajero	2021M04	10.013
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	01 Andalucía	Total		Viajero	2021M03	7.807
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	01 Andalucía	Total		Viajero	2021M02	2.381
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	01 Andalucía	Total		Viajero	2021M01	2.971
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	01 Andalucía	Total		Viajero	2020M12	6.134
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	01 Andalucía	Total		Viajero	2020M11	1.663
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	01 Andalucía	Total		Viajero	2020M10	14.781
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	01 Andalucía	Total		Viajero	2020M09	22.431
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	01 Andalucía	Total		Viajero	2020M08	50.098
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	01 Andalucía	Total		Viajero	2020M07	42.050
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	01 Andalucía	Total		Viajero	2020M06	17.418
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	01 Andalucía	Total		Viajero	2020M05	1.360
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	01 Andalucía	Total		Viajero	2020M04	.
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	01 Andalucía	Total		Viajero	2020M03	4.505
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	02 Aragón	Total		Viajero	2026M01	11.711
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	02 Aragón	Total		Viajero	2025M12	16.867
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	02 Aragón	Total		Viajero	2025M11	14.383
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	02 Aragón	Total		Viajero	2025M10	18.459
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	02 Aragón	Total		Viajero	2025M09	18.046
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	02 Aragón	Total		Viajero	2025M08	31.342
