Operación	Total Nacional	Comunidades y Ciudades Autónomas	Residencia: Nivel 1	Residencia: Nivel 2	Viajeros y pernoctaciones	Periodo	Total
Encuesta de Ocupación Hotelera	Total Nacional	10 Comunitat Valenciana	Total		Viajero	2025M05	935.552
Encuesta de Ocupación Hotelera	Total Nacional	10 Comunitat Valenciana	Total		Viajero	2025M04	893.836
Encuesta de Ocupación Hotelera	Total Nacional	10 Comunitat Valenciana	Total		Viajero	2025M03	729.216
Encuesta de Ocupación Hotelera	Total Nacional	10 Comunitat Valenciana	Total		Viajero	2025M02	597.413
Encuesta de Ocupación Hotelera	Total Nacional	10 Comunitat Valenciana	Total		Viajero	2025M01	491.421
Encuesta de Ocupación Hotelera	Total Nacional	10 Comunitat Valenciana	Total		Viajero	2024M12	541.561
Encuesta de Ocupación Hotelera	Total Nacional	10 Comunitat Valenciana	Total		Viajero	2024M11	586.649
Encuesta de Ocupación Hotelera	Total Nacional	10 Comunitat Valenciana	Total		Viajero	2024M10	839.583
Encuesta de Ocupación Hotelera	Total Nacional	10 Comunitat Valenciana	Total		Viajero	2024M09	917.581
Encuesta de Ocupación Hotelera	Total Nacional	10 Comunitat Valenciana	Total		Viajero	2024M08	1.151.290
Encuesta de Ocupación Hotelera	Total Nacional	10 Comunitat Valenciana	Total		Viajero	2024M07	1.052.470
Encuesta de Ocupación Hotelera	Total Nacional	10 Comunitat Valenciana	Total		Viajero	2024M06	978.865
Encuesta de Ocupación Hotelera	Total Nacional	10 Comunitat Valenciana	Total		Viajero	2024M05	937.531
Encuesta de Ocupación Hotelera	Total Nacional	10 Comunitat Valenciana	Total		Viajero	2024M04	815.492
Encuesta de Ocupación Hotelera	Total Nacional	10 Comunitat Valenciana	Total		Viajero	2024M03	805.189
Encuesta de Ocupación Hotelera	Total Nacional	10 Comunitat Valenciana	Total		Viajero	2024M02	607.126
Encuesta de Ocupación Hotelera	Total Nacional	10 Comunitat Valenciana	Total		Viajero	2024M01	490.786
Encuesta de Ocupación Hotelera	Total Nacional	10 Comunitat Valenciana	Total		Viajero	2023M12	572.085
Encuesta de Ocupación Hotelera	Total Nacional	10 Comunitat Valenciana	Total		Viajero	2023M11	615.500
Encuesta de Ocupación Hotelera	Total Nacional	10 Comunitat Valenciana	Total		Viajero	2023M10	822.455
Encuesta de Ocupación Hotelera	Total Nacional	10 Comunitat Valenciana	Total		Viajero	2023M09	874.956
Encuesta de Ocupación Hotelera	Total Nacional	10 Comunitat Valenciana	Total		Viajero	2023M08	1.092.043
Encuesta de Ocupación Hotelera	Total Nacional	10 Comunitat Valenciana	Total		Viajero	2023M07	1.041.168
Encuesta de Ocupación Hotelera	Total Nacional	10 Comunitat Valenciana	Total		Viajero	2023M06	950.024
Encuesta de Ocupación Hotelera	Total Nacional	10 Comunitat Valenciana	Total		Viajero	2023M05	831.185
Encuesta de Ocupación Hotelera	Total Nacional	10 Comunitat Valenciana	Total		Viajero	2023M04	903.805
Encuesta de Ocupación Hotelera	Total Nacional	10 Comunitat Valenciana	Total		Viajero	2023M03	719.624
Encuesta de Ocupación Hotelera	Total Nacional	10 Comunitat Valenciana	Total		Viajero	2023M02	538.245
Encuesta de Ocupación Hotelera	Total Nacional	10 Comunitat Valenciana	Total		Viajero	2023M01	464.858
Encuesta de Ocupación Hotelera	Total Nacional	10 Comunitat Valenciana	Total		Viajero	2022M12	527.910
Encuesta de Ocupación Hotelera	Total Nacional	10 Comunitat Valenciana	Total		Viajero	2022M11	590.924
Encuesta de Ocupación Hotelera	Total Nacional	10 Comunitat Valenciana	Total		Viajero	2022M10	767.448
Encuesta de Ocupación Hotelera	Total Nacional	10 Comunitat Valenciana	Total		Viajero	2022M09	869.023
Encuesta de Ocupación Hotelera	Total Nacional	10 Comunitat Valenciana	Total		Viajero	2022M08	1.102.225
Encuesta de Ocupación Hotelera	Total Nacional	10 Comunitat Valenciana	Total		Viajero	2022M07	1.064.780
Encuesta de Ocupación Hotelera	Total Nacional	10 Comunitat Valenciana	Total		Viajero	2022M06	922.525
Encuesta de Ocupación Hotelera	Total Nacional	10 Comunitat Valenciana	Total		Viajero	2022M05	833.402
Encuesta de Ocupación Hotelera	Total Nacional	10 Comunitat Valenciana	Total		Viajero	2022M04	808.646
Encuesta de Ocupación Hotelera	Total Nacional	10 Comunitat Valenciana	Total		Viajero	2022M03	563.532
Encuesta de Ocupación Hotelera	Total Nacional	10 Comunitat Valenciana	Total		Viajero	2022M02	457.434
Encuesta de Ocupación Hotelera	Total Nacional	10 Comunitat Valenciana	Total		Viajero	2022M01	299.879
Encuesta de Ocupación Hotelera	Total Nacional	10 Comunitat Valenciana	Total		Viajero	2021M12	410.195
Encuesta de Ocupación Hotelera	Total Nacional	10 Comunitat Valenciana	Total		Viajero	2021M11	473.019
Encuesta de Ocupación Hotelera	Total Nacional	10 Comunitat Valenciana	Total		Viajero	2021M10	692.180
Encuesta de Ocupación Hotelera	Total Nacional	10 Comunitat Valenciana	Total		Viajero	2021M09	728.706
Encuesta de Ocupación Hotelera	Total Nacional	10 Comunitat Valenciana	Total		Viajero	2021M08	1.024.687
Encuesta de Ocupación Hotelera	Total Nacional	10 Comunitat Valenciana	Total		Viajero	2021M07	870.986
Encuesta de Ocupación Hotelera	Total Nacional	10 Comunitat Valenciana	Total		Viajero	2021M06	605.531
Encuesta de Ocupación Hotelera	Total Nacional	10 Comunitat Valenciana	Total		Viajero	2021M05	355.711
Encuesta de Ocupación Hotelera	Total Nacional	10 Comunitat Valenciana	Total		Viajero	2021M04	208.061
Encuesta de Ocupación Hotelera	Total Nacional	10 Comunitat Valenciana	Total		Viajero	2021M03	162.080
Encuesta de Ocupación Hotelera	Total Nacional	10 Comunitat Valenciana	Total		Viajero	2021M02	88.762
Encuesta de Ocupación Hotelera	Total Nacional	10 Comunitat Valenciana	Total		Viajero	2021M01	94.148
Encuesta de Ocupación Hotelera	Total Nacional	10 Comunitat Valenciana	Total		Viajero	2020M12	154.733
Encuesta de Ocupación Hotelera	Total Nacional	10 Comunitat Valenciana	Total		Viajero	2020M11	146.459
Encuesta de Ocupación Hotelera	Total Nacional	10 Comunitat Valenciana	Total		Viajero	2020M10	275.836
Encuesta de Ocupación Hotelera	Total Nacional	10 Comunitat Valenciana	Total		Viajero	2020M09	346.087
Encuesta de Ocupación Hotelera	Total Nacional	10 Comunitat Valenciana	Total		Viajero	2020M08	623.076
Encuesta de Ocupación Hotelera	Total Nacional	10 Comunitat Valenciana	Total		Viajero	2020M07	454.395
Encuesta de Ocupación Hotelera	Total Nacional	10 Comunitat Valenciana	Total		Viajero	2020M06	89.239
Encuesta de Ocupación Hotelera	Total Nacional	10 Comunitat Valenciana	Total		Viajero	2020M05	10.107
Encuesta de Ocupación Hotelera	Total Nacional	10 Comunitat Valenciana	Total		Viajero	2020M04	0
Encuesta de Ocupación Hotelera	Total Nacional	10 Comunitat Valenciana	Total		Viajero	2020M03	238.426
Encuesta de Ocupación Hotelera	Total Nacional	11 Extremadura	Total		Viajero	2026M01	74.025
Encuesta de Ocupación Hotelera	Total Nacional	11 Extremadura	Total		Viajero	2025M12	93.265
Encuesta de Ocupación Hotelera	Total Nacional	11 Extremadura	Total		Viajero	2025M11	106.148
Encuesta de Ocupación Hotelera	Total Nacional	11 Extremadura	Total		Viajero	2025M10	132.664
Encuesta de Ocupación Hotelera	Total Nacional	11 Extremadura	Total		Viajero	2025M09	130.386
Encuesta de Ocupación Hotelera	Total Nacional	11 Extremadura	Total		Viajero	2025M08	157.989
Encuesta de Ocupación Hotelera	Total Nacional	11 Extremadura	Total		Viajero	2025M07	137.866
Encuesta de Ocupación Hotelera	Total Nacional	11 Extremadura	Total		Viajero	2025M06	124.882
Encuesta de Ocupación Hotelera	Total Nacional	11 Extremadura	Total		Viajero	2025M05	136.450
Encuesta de Ocupación Hotelera	Total Nacional	11 Extremadura	Total		Viajero	2025M04	138.134
Encuesta de Ocupación Hotelera	Total Nacional	11 Extremadura	Total		Viajero	2025M03	104.246
Encuesta de Ocupación Hotelera	Total Nacional	11 Extremadura	Total		Viajero	2025M02	89.415
Encuesta de Ocupación Hotelera	Total Nacional	11 Extremadura	Total		Viajero	2025M01	68.814
Encuesta de Ocupación Hotelera	Total Nacional	11 Extremadura	Total		Viajero	2024M12	103.260
Encuesta de Ocupación Hotelera	Total Nacional	11 Extremadura	Total		Viajero	2024M11	113.054
Encuesta de Ocupación Hotelera	Total Nacional	11 Extremadura	Total		Viajero	2024M10	134.853
Encuesta de Ocupación Hotelera	Total Nacional	11 Extremadura	Total		Viajero	2024M09	144.031
Encuesta de Ocupación Hotelera	Total Nacional	11 Extremadura	Total		Viajero	2024M08	180.029
Encuesta de Ocupación Hotelera	Total Nacional	11 Extremadura	Total		Viajero	2024M07	141.538
Encuesta de Ocupación Hotelera	Total Nacional	11 Extremadura	Total		Viajero	2024M06	130.400
Encuesta de Ocupación Hotelera	Total Nacional	11 Extremadura	Total		Viajero	2024M05	136.088
Encuesta de Ocupación Hotelera	Total Nacional	11 Extremadura	Total		Viajero	2024M04	128.599
Encuesta de Ocupación Hotelera	Total Nacional	11 Extremadura	Total		Viajero	2024M03	121.278
Encuesta de Ocupación Hotelera	Total Nacional	11 Extremadura	Total		Viajero	2024M02	90.527
Encuesta de Ocupación Hotelera	Total Nacional	11 Extremadura	Total		Viajero	2024M01	75.809
Encuesta de Ocupación Hotelera	Total Nacional	11 Extremadura	Total		Viajero	2023M12	93.666
Encuesta de Ocupación Hotelera	Total Nacional	11 Extremadura	Total		Viajero	2023M11	99.385
Encuesta de Ocupación Hotelera	Total Nacional	11 Extremadura	Total		Viajero	2023M10	122.400
Encuesta de Ocupación Hotelera	Total Nacional	11 Extremadura	Total		Viajero	2023M09	132.677
Encuesta de Ocupación Hotelera	Total Nacional	11 Extremadura	Total		Viajero	2023M08	160.754
Encuesta de Ocupación Hotelera	Total Nacional	11 Extremadura	Total		Viajero	2023M07	133.412
Encuesta de Ocupación Hotelera	Total Nacional	11 Extremadura	Total		Viajero	2023M06	121.758
Encuesta de Ocupación Hotelera	Total Nacional	11 Extremadura	Total		Viajero	2023M05	122.378
Encuesta de Ocupación Hotelera	Total Nacional	11 Extremadura	Total		Viajero	2023M04	140.823
Encuesta de Ocupación Hotelera	Total Nacional	11 Extremadura	Total		Viajero	2023M03	114.111
Encuesta de Ocupación Hotelera	Total Nacional	11 Extremadura	Total		Viajero	2023M02	90.986
Encuesta de Ocupación Hotelera	Total Nacional	11 Extremadura	Total		Viajero	2023M01	74.171
Encuesta de Ocupación Hotelera	Total Nacional	11 Extremadura	Total		Viajero	2022M12	83.945
Encuesta de Ocupación Hotelera	Total Nacional	11 Extremadura	Total		Viajero	2022M11	99.992
Encuesta de Ocupación Hotelera	Total Nacional	11 Extremadura	Total		Viajero	2022M10	129.418
Encuesta de Ocupación Hotelera	Total Nacional	11 Extremadura	Total		Viajero	2022M09	136.821
Encuesta de Ocupación Hotelera	Total Nacional	11 Extremadura	Total		Viajero	2022M08	161.033
Encuesta de Ocupación Hotelera	Total Nacional	11 Extremadura	Total		Viajero	2022M07	140.290
Encuesta de Ocupación Hotelera	Total Nacional	11 Extremadura	Total		Viajero	2022M06	125.552
Encuesta de Ocupación Hotelera	Total Nacional	11 Extremadura	Total		Viajero	2022M05	122.009
Encuesta de Ocupación Hotelera	Total Nacional	11 Extremadura	Total		Viajero	2022M04	138.518
Encuesta de Ocupación Hotelera	Total Nacional	11 Extremadura	Total		Viajero	2022M03	97.696
Encuesta de Ocupación Hotelera	Total Nacional	11 Extremadura	Total		Viajero	2022M02	87.246
Encuesta de Ocupación Hotelera	Total Nacional	11 Extremadura	Total		Viajero	2022M01	59.956
Encuesta de Ocupación Hotelera	Total Nacional	11 Extremadura	Total		Viajero	2021M12	80.404
Encuesta de Ocupación Hotelera	Total Nacional	11 Extremadura	Total		Viajero	2021M11	97.291
Encuesta de Ocupación Hotelera	Total Nacional	11 Extremadura	Total		Viajero	2021M10	123.471
Encuesta de Ocupación Hotelera	Total Nacional	11 Extremadura	Total		Viajero	2021M09	123.073
Encuesta de Ocupación Hotelera	Total Nacional	11 Extremadura	Total		Viajero	2021M08	153.609
Encuesta de Ocupación Hotelera	Total Nacional	11 Extremadura	Total		Viajero	2021M07	119.776
Encuesta de Ocupación Hotelera	Total Nacional	11 Extremadura	Total		Viajero	2021M06	92.666
Encuesta de Ocupación Hotelera	Total Nacional	11 Extremadura	Total		Viajero	2021M05	69.004
Encuesta de Ocupación Hotelera	Total Nacional	11 Extremadura	Total		Viajero	2021M04	38.681
Encuesta de Ocupación Hotelera	Total Nacional	11 Extremadura	Total		Viajero	2021M03	42.570
Encuesta de Ocupación Hotelera	Total Nacional	11 Extremadura	Total		Viajero	2021M02	23.839
Encuesta de Ocupación Hotelera	Total Nacional	11 Extremadura	Total		Viajero	2021M01	18.633
Encuesta de Ocupación Hotelera	Total Nacional	11 Extremadura	Total		Viajero	2020M12	34.812
Encuesta de Ocupación Hotelera	Total Nacional	11 Extremadura	Total		Viajero	2020M11	36.089
Encuesta de Ocupación Hotelera	Total Nacional	11 Extremadura	Total		Viajero	2020M10	59.000
Encuesta de Ocupación Hotelera	Total Nacional	11 Extremadura	Total		Viajero	2020M09	69.874
Encuesta de Ocupación Hotelera	Total Nacional	11 Extremadura	Total		Viajero	2020M08	103.295
Encuesta de Ocupación Hotelera	Total Nacional	11 Extremadura	Total		Viajero	2020M07	72.713
Encuesta de Ocupación Hotelera	Total Nacional	11 Extremadura	Total		Viajero	2020M06	23.319
Encuesta de Ocupación Hotelera	Total Nacional	11 Extremadura	Total		Viajero	2020M05	6.164
Encuesta de Ocupación Hotelera	Total Nacional	11 Extremadura	Total		Viajero	2020M04	0
Encuesta de Ocupación Hotelera	Total Nacional	11 Extremadura	Total		Viajero	2020M03	41.458
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total		Viajero	2026M01	170.312
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total		Viajero	2025M12	277.435
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total		Viajero	2025M11	286.834
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total		Viajero	2025M10	510.686
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total		Viajero	2025M09	645.077
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total		Viajero	2025M08	752.106
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total		Viajero	2025M07	635.559
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total		Viajero	2025M06	573.849
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total		Viajero	2025M05	567.097
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total		Viajero	2025M04	438.624
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total		Viajero	2025M03	276.916
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total		Viajero	2025M02	207.958
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total		Viajero	2025M01	181.396
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total		Viajero	2024M12	271.437
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total		Viajero	2024M11	300.240
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total		Viajero	2024M10	503.674
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total		Viajero	2024M09	629.426
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total		Viajero	2024M08	769.262
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total		Viajero	2024M07	616.926
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total		Viajero	2024M06	533.894
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total		Viajero	2024M05	544.048
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total		Viajero	2024M04	402.773
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total		Viajero	2024M03	306.585
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total		Viajero	2024M02	204.565
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total		Viajero	2024M01	174.064
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total		Viajero	2023M12	278.481
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total		Viajero	2023M11	269.894
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total		Viajero	2023M10	483.524
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total		Viajero	2023M09	597.327
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total		Viajero	2023M08	719.933
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total		Viajero	2023M07	598.106
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total		Viajero	2023M06	504.037
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total		Viajero	2023M05	475.038
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total		Viajero	2023M04	429.947
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total		Viajero	2023M03	250.877
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total		Viajero	2023M02	196.652
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total		Viajero	2023M01	176.532
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total		Viajero	2022M12	249.612
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total		Viajero	2022M11	253.723
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total		Viajero	2022M10	457.925
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total		Viajero	2022M09	567.441
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total		Viajero	2022M08	723.384
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total		Viajero	2022M07	619.047
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total		Viajero	2022M06	481.175
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total		Viajero	2022M05	441.688
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total		Viajero	2022M04	374.977
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total		Viajero	2022M03	216.493
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total		Viajero	2022M02	179.553
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total		Viajero	2022M01	128.465
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total		Viajero	2021M12	202.542
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total		Viajero	2021M11	230.884
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total		Viajero	2021M10	399.130
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total		Viajero	2021M09	464.492
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total		Viajero	2021M08	655.951
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total		Viajero	2021M07	498.954
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total		Viajero	2021M06	270.110
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total		Viajero	2021M05	154.200
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total		Viajero	2021M04	100.896
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total		Viajero	2021M03	87.430
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total		Viajero	2021M02	42.639
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total		Viajero	2021M01	43.847
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total		Viajero	2020M12	53.096
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total		Viajero	2020M11	53.263
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total		Viajero	2020M10	142.293
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total		Viajero	2020M09	211.556
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total		Viajero	2020M08	396.344
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total		Viajero	2020M07	264.759
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total		Viajero	2020M06	56.948
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total		Viajero	2020M05	5.047
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total		Viajero	2020M04	0
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total		Viajero	2020M03	89.509
Encuesta de Ocupación Hotelera	Total Nacional	13 Madrid, Comunidad de	Total		Viajero	2026M01	960.234
Encuesta de Ocupación Hotelera	Total Nacional	13 Madrid, Comunidad de	Total		Viajero	2025M12	1.129.066
Encuesta de Ocupación Hotelera	Total Nacional	13 Madrid, Comunidad de	Total		Viajero	2025M11	1.149.382
Encuesta de Ocupación Hotelera	Total Nacional	13 Madrid, Comunidad de	Total		Viajero	2025M10	1.244.341
Encuesta de Ocupación Hotelera	Total Nacional	13 Madrid, Comunidad de	Total		Viajero	2025M09	1.157.280
Encuesta de Ocupación Hotelera	Total Nacional	13 Madrid, Comunidad de	Total		Viajero	2025M08	1.025.795
Encuesta de Ocupación Hotelera	Total Nacional	13 Madrid, Comunidad de	Total		Viajero	2025M07	1.179.239
Encuesta de Ocupación Hotelera	Total Nacional	13 Madrid, Comunidad de	Total		Viajero	2025M06	1.202.428
Encuesta de Ocupación Hotelera	Total Nacional	13 Madrid, Comunidad de	Total		Viajero	2025M05	1.213.258
Encuesta de Ocupación Hotelera	Total Nacional	13 Madrid, Comunidad de	Total		Viajero	2025M04	1.136.825
Encuesta de Ocupación Hotelera	Total Nacional	13 Madrid, Comunidad de	Total		Viajero	2025M03	1.061.743
Encuesta de Ocupación Hotelera	Total Nacional	13 Madrid, Comunidad de	Total		Viajero	2025M02	938.401
Encuesta de Ocupación Hotelera	Total Nacional	13 Madrid, Comunidad de	Total		Viajero	2025M01	928.395
Encuesta de Ocupación Hotelera	Total Nacional	13 Madrid, Comunidad de	Total		Viajero	2024M12	1.058.633
Encuesta de Ocupación Hotelera	Total Nacional	13 Madrid, Comunidad de	Total		Viajero	2024M11	1.125.101
Encuesta de Ocupación Hotelera	Total Nacional	13 Madrid, Comunidad de	Total		Viajero	2024M10	1.228.195
Encuesta de Ocupación Hotelera	Total Nacional	13 Madrid, Comunidad de	Total		Viajero	2024M09	1.170.483
Encuesta de Ocupación Hotelera	Total Nacional	13 Madrid, Comunidad de	Total		Viajero	2024M08	1.025.471
Encuesta de Ocupación Hotelera	Total Nacional	13 Madrid, Comunidad de	Total		Viajero	2024M07	1.173.350
Encuesta de Ocupación Hotelera	Total Nacional	13 Madrid, Comunidad de	Total		Viajero	2024M06	1.189.952
Encuesta de Ocupación Hotelera	Total Nacional	13 Madrid, Comunidad de	Total		Viajero	2024M05	1.231.218
Encuesta de Ocupación Hotelera	Total Nacional	13 Madrid, Comunidad de	Total		Viajero	2024M04	1.126.754
Encuesta de Ocupación Hotelera	Total Nacional	13 Madrid, Comunidad de	Total		Viajero	2024M03	1.094.034
Encuesta de Ocupación Hotelera	Total Nacional	13 Madrid, Comunidad de	Total		Viajero	2024M02	972.927
Encuesta de Ocupación Hotelera	Total Nacional	13 Madrid, Comunidad de	Total		Viajero	2024M01	895.214
Encuesta de Ocupación Hotelera	Total Nacional	13 Madrid, Comunidad de	Total		Viajero	2023M12	1.052.428
Encuesta de Ocupación Hotelera	Total Nacional	13 Madrid, Comunidad de	Total		Viajero	2023M11	1.064.684
Encuesta de Ocupación Hotelera	Total Nacional	13 Madrid, Comunidad de	Total		Viajero	2023M10	1.125.946
Encuesta de Ocupación Hotelera	Total Nacional	13 Madrid, Comunidad de	Total		Viajero	2023M09	1.148.967
Encuesta de Ocupación Hotelera	Total Nacional	13 Madrid, Comunidad de	Total		Viajero	2023M08	1.007.541
Encuesta de Ocupación Hotelera	Total Nacional	13 Madrid, Comunidad de	Total		Viajero	2023M07	1.111.137
Encuesta de Ocupación Hotelera	Total Nacional	13 Madrid, Comunidad de	Total		Viajero	2023M06	1.163.021
Encuesta de Ocupación Hotelera	Total Nacional	13 Madrid, Comunidad de	Total		Viajero	2023M05	1.117.578
Encuesta de Ocupación Hotelera	Total Nacional	13 Madrid, Comunidad de	Total		Viajero	2023M04	1.077.543
Encuesta de Ocupación Hotelera	Total Nacional	13 Madrid, Comunidad de	Total		Viajero	2023M03	1.053.885
Encuesta de Ocupación Hotelera	Total Nacional	13 Madrid, Comunidad de	Total		Viajero	2023M02	879.144
Encuesta de Ocupación Hotelera	Total Nacional	13 Madrid, Comunidad de	Total		Viajero	2023M01	888.093
Encuesta de Ocupación Hotelera	Total Nacional	13 Madrid, Comunidad de	Total		Viajero	2022M12	967.750
Encuesta de Ocupación Hotelera	Total Nacional	13 Madrid, Comunidad de	Total		Viajero	2022M11	1.004.095
Encuesta de Ocupación Hotelera	Total Nacional	13 Madrid, Comunidad de	Total		Viajero	2022M10	1.104.026
Encuesta de Ocupación Hotelera	Total Nacional	13 Madrid, Comunidad de	Total		Viajero	2022M09	1.048.624
Encuesta de Ocupación Hotelera	Total Nacional	13 Madrid, Comunidad de	Total		Viajero	2022M08	855.535
Encuesta de Ocupación Hotelera	Total Nacional	13 Madrid, Comunidad de	Total		Viajero	2022M07	961.454
Encuesta de Ocupación Hotelera	Total Nacional	13 Madrid, Comunidad de	Total		Viajero	2022M06	1.016.352
Encuesta de Ocupación Hotelera	Total Nacional	13 Madrid, Comunidad de	Total		Viajero	2022M05	1.010.998
Encuesta de Ocupación Hotelera	Total Nacional	13 Madrid, Comunidad de	Total		Viajero	2022M04	951.920
Encuesta de Ocupación Hotelera	Total Nacional	13 Madrid, Comunidad de	Total		Viajero	2022M03	848.985
Encuesta de Ocupación Hotelera	Total Nacional	13 Madrid, Comunidad de	Total		Viajero	2022M02	721.193
Encuesta de Ocupación Hotelera	Total Nacional	13 Madrid, Comunidad de	Total		Viajero	2022M01	569.467
Encuesta de Ocupación Hotelera	Total Nacional	13 Madrid, Comunidad de	Total		Viajero	2021M12	770.392
Encuesta de Ocupación Hotelera	Total Nacional	13 Madrid, Comunidad de	Total		Viajero	2021M11	822.908
Encuesta de Ocupación Hotelera	Total Nacional	13 Madrid, Comunidad de	Total		Viajero	2021M10	885.784
Encuesta de Ocupación Hotelera	Total Nacional	13 Madrid, Comunidad de	Total		Viajero	2021M09	709.463
Encuesta de Ocupación Hotelera	Total Nacional	13 Madrid, Comunidad de	Total		Viajero	2021M08	557.806
Encuesta de Ocupación Hotelera	Total Nacional	13 Madrid, Comunidad de	Total		Viajero	2021M07	555.840
Encuesta de Ocupación Hotelera	Total Nacional	13 Madrid, Comunidad de	Total		Viajero	2021M06	491.089
Encuesta de Ocupación Hotelera	Total Nacional	13 Madrid, Comunidad de	Total		Viajero	2021M05	413.197
Encuesta de Ocupación Hotelera	Total Nacional	13 Madrid, Comunidad de	Total		Viajero	2021M04	293.955
Encuesta de Ocupación Hotelera	Total Nacional	13 Madrid, Comunidad de	Total		Viajero	2021M03	296.799
Encuesta de Ocupación Hotelera	Total Nacional	13 Madrid, Comunidad de	Total		Viajero	2021M02	240.372
Encuesta de Ocupación Hotelera	Total Nacional	13 Madrid, Comunidad de	Total		Viajero	2021M01	227.901
Encuesta de Ocupación Hotelera	Total Nacional	13 Madrid, Comunidad de	Total		Viajero	2020M12	247.515
Encuesta de Ocupación Hotelera	Total Nacional	13 Madrid, Comunidad de	Total		Viajero	2020M11	205.367
Encuesta de Ocupación Hotelera	Total Nacional	13 Madrid, Comunidad de	Total		Viajero	2020M10	178.846
